Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2009 Population,Moody's_Bond_Ratings_July2009,area lmt,ACGLFY09,EGL,TANF09 Recipients,empl,ACMR,enrollmt,RPA Identifier
"KENT","JG",2.0090000000000000e+03,6.9000000000000000e+01,6.8000000000000000e+01,"L",7846350.0000,3429966.0000,11358237.0000,-544483.0000,0.0000,327768.0000,2473981.0000,"N",2473981.0000,720682.0000,9033216.0000,10128703.0000,6340748.0000,805453.0000,9800316.0000,344496.0000,344496.0000,728000.0000,728000.0000,-55117.0000,-415626.0000,-55117.0000,0.0000,"N","N",881295.2729,6382910.0000,7264205.2729,9009083.0000,8883964.0000,9.8611190506292368e-01,9265278.0000,8995356.0000,9.7086736091458881e-01,2.9600000000000000e+03,"A1",4.8469999999999999e+01,481220955.0000,974362763.2535,0.0000000000000000e+00,6.0088551549652119e-02,1.8789999999999999e+01,3.7230000000000001e+02,"Northwestern CT COG"
"KILLINGLY","JG",2.0090000000000000e+03,7.0000000000000000e+01,6.9000000000000000e+01,"W",65404213.0000,27301434.0000,92825282.0000,25858479.0000,181837.0000,915147.0000,8152302.0000,"N",7970465.0000,21911565.0000,25855982.0000,50016249.0000,38249181.0000,3191698.0000,50128782.0000,556102.0000,4113458.0000,4621713.0000,4621713.0000,-4178144.0000,1456020.0000,-620788.0000,0.0000,"N","N",,20136984.0000,20136984.0000,25550095.0000,24916013.0000,9.7518279286241405e-01,26562843.0000,25384611.0000,9.5564360335977594e-01,1.7828000000000000e+04,"A1",4.8520000000000003e+01,1257004017.0000,1853407185.7143,2.0300000000000000e+02,1.0441146155431870e-01,1.7800000000000001e+01,2.6724899999999998e+03,"Northeastern CT COG"
"KILLINGWORTH","BP",2.0090000000000000e+03,7.1000000000000000e+01,7.0000000000000000e+01,"M",26582721.0000,6040577.0000,32623298.0000,370041.0000,0.0000,843070.0000,4499694.0000,"N",4499694.0000,2642777.0000,17001754.0000,20892474.0000,15345795.0000,354570.0000,19292642.0000,86618.0000,86618.0000,1183426.0000,1183426.0000,503024.0000,486937.0000,503024.0000,0.0000,"N","N",9279057.3275,3137429.0000,12416486.3275,16968364.0000,16860567.0000,9.9364717777152822e-01,17044653.0000,16916757.0000,9.9249641515142606e-01,6.5220000000000000e+03,"A1",3.5320000000000000e+01,806221607.0000,1125223764.5105,8.0000000000000000e+00,5.8164937192790825e-02,2.1000000000000000e+01,1.1739000000000001e+03,"CT River Estuary RPA"
"LEBANON","BP",2.0090000000000000e+03,7.2000000000000000e+01,7.1000000000000000e+01,"NL",30543463.0000,5293368.0000,38642506.0000,447793.0000,17006.0000,0.0000,3757676.0000,"Y",3740670.0000,7751081.0000,13795003.0000,23724183.0000,17676468.0000,1355877.0000,21761312.0000,9717.0000,9717.0000,1746231.0000,1746231.0000,226357.0000,120116.0000,226357.0000,0.0000,"N","N",,6164808.0000,6164808.0000,13637167.0000,13320712.0000,9.7679466710351204e-01,14122157.0000,13614903.0000,9.6408098281303634e-01,7.4090000000000000e+03,"A1",5.4100000000000001e+01,478044069.0000,996288671.6435,1.6000000000000000e+01,7.4132492113564666e-02,2.7199999999999999e+01,1.3473699999999999e+03,"Windham Region COG"
"LEDYARD","JG",2.0090000000000000e+03,7.3000000000000000e+01,7.2000000000000000e+01,"NL",47075712.0000,6789216.0000,53939256.0000,-458640.0000,287613.0000,417943.0000,3618581.0000,"N",3330968.0000,17833535.0000,30149097.0000,50497347.0000,31244141.0000,1333081.0000,48893105.0000,425188.0000,425188.0000,1764042.0000,1764042.0000,265388.0000,-256418.0000,265388.0000,0.0000,"N","N",,7541949.0000,7541949.0000,29923981.0000,29577641.0000,9.8842600521635138e-01,30390260.0000,29886791.0000,9.8343321182510446e-01,1.5172000000000000e+04,"A1",3.8140000000000001e+01,1178800525.0000,1783873635.9300,4.7000000000000000e+01,7.1428571428571425e-02,2.5650000000000002e+01,2.6522900000000000e+03,"Southeastern CT COG"
"LISBON","JG",2.0090000000000000e+03,7.4000000000000000e+01,7.3000000000000000e+01,"NL",5900977.0000,1653630.0000,7853455.0000,277387.0000,203049.0000,0.0000,1322751.0000,"N",1119702.0000,4814481.0000,6386843.0000,12782933.0000,9828316.0000,502511.0000,12675044.0000,0.0000,130011.0000,202373.0000,202373.0000,-94484.0000,189218.0000,35527.0000,0.0000,"N","N",,4398357.0000,4398357.0000,6159481.0000,6034435.0000,9.7969861421765891e-01,6330346.0000,6125712.0000,9.6767412081424931e-01,4.2560000000000000e+03,"A3",1.6250000000000000e+01,384728533.0000,576821110.2052,2.7000000000000000e+01,7.6923076923076927e-02,1.6000000000000000e+01,7.8380999999999995e+02,"Southeastern CT COG"
"LITCHFIELD","JG",2.0090000000000000e+03,7.5000000000000000e+01,7.4000000000000000e+01,"L",33760000.0000,11550000.0000,45320000.0000,4369000.0000,104000.0000,0.0000,4056000.0000,"N",3952000.0000,2973000.0000,23034000.0000,26634000.0000,16978000.0000,3470000.0000,26518000.0000,482000.0000,482000.0000,452000.0000,452000.0000,146000.0000,-350000.0000,146000.0000,0.0000,"N","N",,32787000.0000,32787000.0000,22969000.0000,22525000.0000,9.8066959815403365e-01,23458000.0000,22829000.0000,9.7318611987381698e-01,8.6860000000000000e+03,"Aa3",5.6060000000000002e+01,900934511.0000,1770768034.0853,1.0000000000000000e+01,7.0808588396528094e-02,2.5500000000000000e+01,1.2347900000000000e+03,"Litchfield Hills Cncl of Elected Ofcls"
"LYME","JG",2.0090000000000000e+03,7.6000000000000000e+01,7.5000000000000000e+01,"NL",5428433.0000,1783600.0000,7218033.0000,348481.0000,138843.0000,303614.0000,1098050.0000,"N",959207.0000,420911.0000,7524198.0000,8177813.0000,5440338.0000,415400.0000,8447528.0000,62000.0000,62000.0000,104000.0000,104000.0000,-311715.0000,65611.0000,-311715.0000,0.0000,"N","N",3169182.0426,1546438.0000,4715620.0426,7504027.0000,7427255.0000,9.8976922657661015e-01,7627962.0000,7464993.0000,9.7863531569769224e-01,2.0980000000000000e+03,,3.1850000000000001e+01,518073758.0000,904855732.2882,1.0000000000000000e+00,5.6701030927835051e-02,1.4500000000000000e+01,2.9761000000000001e+02,"CT River Estuary RPA"
"MADISON","JG",2.0090000000000000e+03,7.7000000000000000e+01,7.6000000000000000e+01,"NH",71713841.0000,10538353.0000,83016787.0000,3855449.0000,552345.0000,250000.0000,8869437.0000,"N",8317092.0000,7376662.0000,60749964.0000,70889148.0000,48244440.0000,4263514.0000,67823753.0000,207962.0000,207962.0000,2700902.0000,2700902.0000,572455.0000,564992.0000,572455.0000,0.0000,"N","N",,35348712.0000,35348712.0000,60831212.0000,60476302.0000,9.9416565956305458e-01,61405573.0000,60703138.0000,9.8856072884459523e-01,1.8824000000000000e+04,"Aa1",3.6180000000000000e+01,3412852211.0000,4876842998.5714,1.2000000000000000e+01,5.6756489981245682e-02,1.7840000000000000e+01,3.8129899999999998e+03,"South Central Regional COG"
"MANCHESTER","JG",2.0090000000000000e+03,7.8000000000000000e+01,7.7000000000000000e+01,"H",104570000.0000,-1969000.0000,106303000.0000,-1404000.0000,1787000.0000,4127000.0000,16277000.0000,"N",14490000.0000,44135000.0000,112758000.0000,161447000.0000,103412000.0000,9414000.0000,162038000.0000,1406000.0000,1406000.0000,3182000.0000,3182000.0000,-2367000.0000,1301000.0000,-2367000.0000,0.0000,"N","Y",,80457000.0000,80457000.0000,122386000.0000,120113000.0000,9.8142761426960601e-01,126085000.0000,121640000.0000,9.6474600467938298e-01,5.6388000000000000e+04,"Aa2",2.7250000000000000e+01,3836745478.0000,5959628016.1686,7.7900000000000000e+02,8.2009381146920871e-02,3.2980000000000004e+01,7.4796400000000003e+03,"Capital Region COG"
"MANSFIELD","JG",2.0090000000000000e+03,7.9000000000000000e+01,7.8000000000000000e+01,"T",67870994.0000,2897979.0000,71130873.0000,2438946.0000,303236.0000,0.0000,2127973.0000,"N",1824737.0000,20426635.0000,23498662.0000,44772222.0000,31969128.0000,712336.0000,43573818.0000,2500.0000,2500.0000,1060510.0000,1060510.0000,140394.0000,91690.0000,140394.0000,0.0000,"N","N",9481705.4090,2833000.0000,12314705.4090,23373467.0000,22991473.0000,9.8365693887004435e-01,23906743.0000,23281519.0000,9.7384737854085768e-01,2.5268000000000000e+04,"Aa3",4.4460000000000001e+01,921711314.0000,1454525356.7335,3.2000000000000000e+01,6.0418222554144883e-02,2.5240000000000002e+01,1.9616700000000001e+03,"Windham Region COG"
"MARLBOROUGH","JG",2.0090000000000000e+03,8.0000000000000000e+01,7.9000000000000000e+01,"H",23128062.0000,2786217.0000,25914279.0000,1367933.0000,188165.0000,625659.0000,2683517.0000,"N",2495352.0000,4008739.0000,16190800.0000,20583062.0000,14729305.0000,1876689.0000,20870606.0000,54330.0000,54330.0000,192450.0000,192450.0000,-425664.0000,215181.0000,-425664.0000,0.0000,"N","N",8316967.5796,12357974.0000,20674941.5796,16167143.0000,16043538.0000,9.9235455516166338e-01,16311407.0000,16113753.0000,9.8788246777239996e-01,6.3590000000000000e+03,"A1",2.3280000000000001e+01,621286653.0000,887051558.7084,2.0000000000000000e+01,7.0986824415165364e-02,2.5859999999999999e+01,1.2326300000000001e+03,"Capital Region COG"
"MERIDEN","JG",2.0090000000000000e+03,8.1000000000000000e+01,8.0000000000000000e+01,"NH",104751737.0000,-38240443.0000,67336295.0000,-1542003.0000,984683.0000,1000000.0000,14251708.0000,"N",13267025.0000,69491660.0000,104179020.0000,187839033.0000,106175816.0000,14201046.0000,183559446.0000,714238.0000,714238.0000,217489.0000,217489.0000,4776336.0000,-2018207.0000,4776336.0000,0.0000,"Y","N",,80903298.0000,80903298.0000,103280297.0000,100430840.0000,9.7241044920697706e-01,110204213.0000,103034096.0000,9.3493790477864946e-01,5.9186000000000000e+04,"A3",2.3739999999999998e+01,3659204456.0000,5530244033.8476,1.4210000000000000e+03,1.0330961954840705e-01,2.7960000000000001e+01,9.4843099999999995e+03,"South Central Regional COG"
"MIDDLEBURY","JG",2.0090000000000000e+03,8.2000000000000000e+01,8.1000000000000000e+01,"NH",38289949.0000,10702257.0000,48992206.0000,435352.0000,0.0000,147000.0000,3548817.0000,"N",3548817.0000,888114.0000,24723207.0000,26625692.0000,16817011.0000,1011519.0000,25867598.0000,119928.0000,119928.0000,549868.0000,549868.0000,328154.0000,-129454.0000,328154.0000,0.0000,"N","N",8578757.6298,5824618.0000,14403375.6298,24709056.0000,24344670.0000,9.8525293722269280e-01,25149734.0000,24569639.0000,9.7693434849052474e-01,7.3940000000000000e+03,"Aa3",1.7750000000000000e+01,1061076858.0000,1528310895.3100,1.8000000000000000e+01,7.0344129554655868e-02,2.3210000000000001e+01,1.3655599999999999e+03,"COG of Central Naugatuck Valley"
"MIDDLEFIELD","JG",2.0090000000000000e+03,8.3000000000000000e+01,8.2000000000000000e+01,"M",4618611.0000,4726795.0000,9345406.0000,604777.0000,7647.0000,150000.0000,979733.0000,"N",972086.0000,2460323.0000,11563257.0000,14330020.0000,10666570.0000,393819.0000,14120404.0000,258340.0000,258340.0000,377274.0000,377274.0000,90682.0000,150604.0000,90682.0000,0.0000,"N","N",5167625.1620,5754014.0000,10921639.1620,11547990.0000,11385060.0000,9.8589105116994391e-01,11740657.0000,11521453.0000,9.8132949459301977e-01,4.2570000000000000e+03,,1.2699999999999999e+01,448974398.0000,659706940.1542,4.0000000000000000e+00,6.9109075770191514e-02,2.5920000000000002e+01,7.3603999999999996e+02,"Midstate RPA"
"MIDDLETOWN","JG",2.0090000000000000e+03,8.4000000000000000e+01,8.3000000000000000e+01,"M",284755000.0000,19138000.0000,304889000.0000,11752000.0000,2108000.0000,2429000.0000,15850000.0000,"N",13742000.0000,37046000.0000,88788000.0000,131212000.0000,73443000.0000,15397000.0000,119054000.0000,602000.0000,602000.0000,15836000.0000,15836000.0000,-3076000.0000,603000.0000,-3076000.0000,0.0000,"N","Y",,73845000.0000,73845000.0000,94820000.0000,92382000.0000,9.7428812486817129e-01,98208000.0000,94050000.0000,9.5766129032258063e-01,4.8383000000000000e+04,"Aa3",4.0899999999999999e+01,3474901263.0000,5072231780.0000,4.7200000000000000e+02,7.5513035857737526e-02,2.5500000000000000e+01,5.2745799999999999e+03,"Midstate RPA"
"MILFORD","JG",2.0090000000000000e+03,8.5000000000000000e+01,8.4000000000000000e+01,"NH",135747000.0000,5254000.0000,141261000.0000,-7333000.0000,3176000.0000,3750000.0000,19246000.0000,"N",16070000.0000,24521000.0000,147891000.0000,179512000.0000,106963000.0000,9001000.0000,176771000.0000,0.0000,22000.0000,2105000.0000,2105000.0000,636000.0000,2745000.0000,658000.0000,0.0000,"N","N",,76366000.0000,76366000.0000,148212000.0000,145060000.0000,9.7873316600545168e-01,154157000.0000,146828000.0000,9.5245755950102817e-01,5.6424000000000000e+04,"Aa2",2.2559999999999999e+01,5251821450.0000,7423848716.4119,1.7300000000000000e+02,7.6005235442729732e-02,2.8230000000000000e+01,7.3038999999999996e+03,"South Central Regional COG"
"MONROE","JG",2.0090000000000000e+03,8.6000000000000000e+01,8.5000000000000000e+01,"F",44771393.0000,-1017505.0000,43943380.0000,-2091369.0000,1054570.0000,370000.0000,4437817.0000,"N",3383247.0000,11609447.0000,60629712.0000,74119204.0000,51546173.0000,5789808.0000,73747099.0000,982331.0000,22270211.0000,948411.0000,21569411.0000,406025.0000,-278748.0000,1072905.0000,0.0000,"N","N",,46931456.0000,46931456.0000,60656250.0000,60054948.0000,9.9008672642967543e-01,61454623.0000,60562857.0000,9.8548903310333547e-01,1.9435000000000000e+04,"Aa3",2.6129999999999999e+01,2115537374.0000,3755749820.6341,2.1000000000000000e+01,6.9601203912716333e-02,2.8680000000000000e+01,4.0825000000000000e+03,"Greater Bridgeport RPA"
"MONTVILLE","jG",2.0090000000000000e+03,8.7000000000000000e+01,8.6000000000000000e+01,"NL",59522024.0000,-2361506.0000,57160518.0000,10045643.0000,1946685.0000,1350800.0000,9008158.0000,"N",7061473.0000,18820066.0000,31316231.0000,55600098.0000,35456530.0000,5044891.0000,58746734.0000,22500.0000,22500.0000,229294.0000,229294.0000,-3353430.0000,1816869.0000,-3353430.0000,0.0000,"N","N",,44458128.0000,44458128.0000,31098748.0000,30351203.0000,9.7596221558501328e-01,32239590.0000,30738432.0000,9.5343743515348678e-01,1.9910000000000000e+04,"Aa3",4.2009999999999998e+01,1483030532.0000,2202457899.5258,9.9000000000000000e+01,7.2587836632780456e-02,2.1000000000000000e+01,2.8424200000000001e+03,"Southeastern CT COG"
"MORRIS","JG",2.0090000000000000e+03,8.8000000000000000e+01,8.7000000000000000e+01,"L",5367914.0000,1592690.0000,7050150.0000,57882.0000,0.0000,225000.0000,1068937.0000,"N",1068937.0000,753725.0000,7188030.0000,8150173.0000,5706911.0000,0.0000,8030378.0000,0.0000,0.0000,100000.0000,100000.0000,19795.0000,194364.0000,19795.0000,0.0000,"N","N",1957552.1591,0.0000,1957552.1591,7119934.0000,7070694.0000,9.9308420555583798e-01,7186457.0000,7111885.0000,9.8962325941698392e-01,2.3410000000000000e+03,,1.7190000000000001e+01,348271093.0000,607499990.1489,6.0000000000000000e+00,8.0682699767261445e-02,2.0600000000000001e+01,3.6797000000000003e+02,"Litchfield Hills Cncl of Elected Ofcls"
"NAUGATUCK","JG",2.0090000000000000e+03,8.9000000000000000e+01,8.8000000000000000e+01,"NH",63173069.0000,45931042.0000,112078473.0000,-7318995.0000,313696.0000,950000.0000,10159041.0000,"N",9845345.0000,37181315.0000,63038783.0000,108126932.0000,62215605.0000,10020957.0000,105257094.0000,481545.0000,1262544.0000,3645561.0000,3645561.0000,-294178.0000,-108987.0000,486821.0000,0.0000,"N","N",,97205599.0000,97205599.0000,63348046.0000,60469539.0000,9.5456044532139162e-01,70158982.0000,62142918.0000,8.8574429429434998e-01,3.2019000000000000e+04,"A1",1.6390000000000001e+01,2013554660.0000,2913509728.5714,2.7100000000000000e+02,9.7733875653689711e-02,3.1520000000000000e+01,5.0499700000000003e+03,"COG of Central Naugatuck Valley"
"NEW BRITAIN","JG",2.0090000000000000e+03,9.0000000000000000e+01,8.9000000000000000e+01,"H",152453000.0000,-54702000.0000,100132000.0000,-6112000.0000,2803000.0000,0.0000,10015000.0000,"N",7212000.0000,106705000.0000,104141000.0000,219909000.0000,129357000.0000,26346000.0000,190516000.0000,849000.0000,849000.0000,33367000.0000,33367000.0000,-3125000.0000,2283000.0000,-3125000.0000,0.0000,"N","Y",,181939000.0000,181939000.0000,103248000.0000,99078000.0000,9.5961180846118088e-01,113715000.0000,102303000.0000,8.9964384645825091e-01,7.0548000000000000e+04,"A3",1.3340000000000000e+01,2943290463.0000,4266713050.0000,2.3930000000000000e+03,1.2024357391401953e-01,3.4980000000000004e+01,1.0814580000000000e+04,"Central CT RPA"
"NEW CANAAN","JG",2.0090000000000000e+03,9.1000000000000000e+01,9.0000000000000000e+01,"F",93169385.0000,17151892.0000,110321277.0000,3686004.0000,1387836.0000,3138736.0000,18307919.0000,"N",16920083.0000,7323442.0000,106922056.0000,119235356.0000,73881559.0000,12660976.0000,119841324.0000,2700000.0000,75079436.0000,76125.0000,71555561.0000,2017907.0000,682841.0000,2917907.0000,0.0000,"N","N",,131012968.0000,131012968.0000,106813692.0000,105981225.0000,9.9220636433014597e-01,108204165.0000,106520782.0000,9.8444253047006092e-01,2.0000000000000000e+04,"Aaa",2.2129999999999999e+01,7048694152.0000,12598242853.2055,9.0000000000000000e+00,5.8830083565459608e-02,1.5117000000000001e+01,4.1061999999999998e+03,"South Western RPA"
"NEW FAIRFIELD","JG",2.0090000000000000e+03,9.2000000000000000e+01,9.1000000000000000e+01,"F",41899133.0000,16490696.0000,58389829.0000,2490411.0000,841840.0000,0.0000,8568034.0000,"N",7726194.0000,8424278.0000,37916730.0000,48169746.0000,30966360.0000,2363575.0000,46158286.0000,6430.0000,6430.0000,923267.0000,923267.0000,1094623.0000,400542.0000,1094623.0000,0.0000,"N","N",,10820000.0000,10820000.0000,37727021.0000,37447418.0000,9.9258878669482009e-01,38077818.0000,37710453.0000,9.9035225705422514e-01,1.4099000000000000e+04,"Aa2",2.0460000000000001e+01,1834311569.0000,2817408877.5300,2.6000000000000000e+01,7.1817337050311958e-02,2.0640000000000001e+01,3.0251999999999998e+03,"Housatonic Council of Elected Ofcls"
"NEW HARTFORD","BP",2.0090000000000000e+03,9.3000000000000000e+01,9.2000000000000000e+01,"L",10358650.0000,4221104.0000,14600909.0000,852073.0000,0.0000,482028.0000,3394424.0000,"N",3394424.0000,5069887.0000,16773343.0000,22150237.0000,15697795.0000,749772.0000,21935713.0000,340884.0000,778884.0000,681894.0000,701894.0000,-126486.0000,738366.0000,291514.0000,0.0000,"N","N",3418097.2895,5943000.0000,9361097.2895,16885851.0000,16649176.0000,9.8598382752518665e-01,17257263.0000,16854200.0000,9.7664386293469596e-01,6.7630000000000000e+03,"A2",3.7020000000000003e+01,577151998.0000,1029260516.5968,2.0000000000000000e+00,7.1354705274043431e-02,2.9000000000000000e+01,1.1572500000000000e+03,"Litchfield Hills Cncl of Elected Ofcls"
"NEW HAVEN","JG",2.0090000000000000e+03,9.4000000000000000e+01,9.3000000000000000e+01,"NH",795545245.0000,-148878781.0000,659553961.0000,62462667.0000,0.0000,0.0000,16025789.0000,"N",16025789.0000,226037552.0000,203404742.0000,469079142.0000,192024547.0000,63817389.0000,473037191.0000,0.0000,4475580.0000,0.0000,0.0000,-3958049.0000,785708.0000,517531.0000,0.0000,"N","Y",,505701901.0000,505701901.0000,204055698.0000,199464168.0000,9.7749864353212035e-01,209363327.0000,201424014.0000,9.6207877896399685e-01,1.2333000000000000e+05,"A3",1.8850000000000001e+01,4944791028.0000,7593243863.3596,4.4400000000000000e+03,1.1364684186260950e-01,4.2210000000000001e+01,1.8074310000000001e+04,"South Central Regional COG"
"NEW LONDON","JG",2.0090000000000000e+03,9.5000000000000000e+01,9.5000000000000000e+01,"NL",179410190.0000,11603159.0000,191013349.0000,51813.0000,0.0000,0.0000,6113860.0000,"N",6113860.0000,38619961.0000,39603264.0000,83256703.0000,42649594.0000,3622534.0000,82666423.0000,129185.0000,129185.0000,777106.0000,777106.0000,-57641.0000,-3241020.0000,-57641.0000,0.0000,"N","N",,23695551.0000,23695551.0000,39393668.0000,38486682.0000,9.7697635061553545e-01,40660261.0000,38972838.0000,9.5849945478707088e-01,2.6184000000000000e+04,,5.5400000000000000e+00,1272114660.0000,2177713081.5535,7.4600000000000000e+02,9.6175799086757996e-02,3.0890000000000001e+01,3.5055200000000000e+03,"Southeastern CT COG"
"NEW MILFORD","JG",2.0090000000000000e+03,9.6000000000000000e+01,9.6000000000000000e+01,"L",98035790.0000,64449038.0000,162484828.0000,594969.0000,1923264.0000,1242788.0000,12774367.0000,"Y",10851103.0000,21327588.0000,67789789.0000,93181501.0000,61372519.0000,4823366.0000,92175246.0000,1957693.0000,17181294.0000,1598232.0000,17236317.0000,1365716.0000,-2634966.0000,951232.0000,0.0000,"N","N",,36925655.0000,36925655.0000,66946399.0000,65612921.0000,9.8008140811277988e-01,68862143.0000,66595686.0000,9.6708703939114993e-01,2.8505000000000000e+04,"Aa2",6.1579999999999998e+01,3027471610.0000,4922456356.5252,9.1000000000000000e+01,7.1345101174733999e-02,2.2219999999999999e+01,4.8121099999999997e+03,"Housatonic Council of Elected Ofcls"
"NEWINGTON","JG",2.0090000000000000e+03,9.7000000000000000e+01,9.4000000000000000e+01,"H",56392000.0000,24818000.0000,81822000.0000,1451000.0000,1947000.0000,2000000.0000,16691000.0000,"N",14744000.0000,21903000.0000,73276000.0000,97026000.0000,60397000.0000,2736000.0000,91893000.0000,284000.0000,284000.0000,4370000.0000,4370000.0000,1047000.0000,938000.0000,1047000.0000,0.0000,"N","N",,17162000.0000,17162000.0000,72940000.0000,72143000.0000,9.8907321085823963e-01,73782000.0000,72553000.0000,9.8334282074218649e-01,2.9818000000000000e+04,"Aa3",1.3170000000000000e+01,2633316889.0000,4076961125.9699,6.5000000000000000e+01,7.2800094239604193e-02,2.7680000000000000e+01,4.5251000000000004e+03,"Capital Region COG"
"NEWTOWN","JG",2.0090000000000000e+03,9.8000000000000000e+01,9.7000000000000000e+01,"F",128178467.0000,-13171581.0000,152630240.0000,4726084.0000,1634009.0000,2000000.0000,11270531.0000,"N",9636522.0000,13238745.0000,90141582.0000,105926028.0000,70846082.0000,9243400.0000,107654257.0000,533674.0000,533674.0000,317000.0000,317000.0000,-1511555.0000,4673265.0000,-1511555.0000,0.0000,"N","N",,73259419.0000,73259419.0000,89761007.0000,88934425.0000,9.9079130206282107e-01,90879118.0000,89544542.0000,9.8531482226753120e-01,2.6842000000000000e+04,"Aa2",5.7759999999999998e+01,3912973983.0000,5610981061.4286,2.6000000000000000e+01,6.4133016627078390e-02,2.3199999999999999e+01,5.6269799999999996e+03,"Housatonic Council of Elected Ofcls"
"NORFOLK","JG",2.0090000000000000e+03,9.9000000000000000e+01,9.8000000000000000e+01,"L",3906255.0000,2872722.0000,6778977.0000,251272.0000,0.0000,250000.0000,1337225.0000,"N",1337225.0000,1015625.0000,5962229.0000,7214399.0000,4071838.0000,157991.0000,7583193.0000,8088.0000,471753.0000,163762.0000,163762.0000,-524468.0000,494810.0000,-60803.0000,0.0000,"N","N",657540.6620,2313665.0000,2971205.6620,5988759.0000,5861433.0000,9.7873916783093129e-01,6134208.0000,5941485.0000,9.6858225218316696e-01,1.6580000000000000e+03,"A3",4.5310000000000002e+01,215015712.0000,425726619.0251,1.2000000000000000e+01,6.7092651757188496e-02,2.7820000000000000e+01,2.5933999999999997e+02,"Litchfield Hills Cncl of Elected Ofcls"
"NORTH BRANFORD","JG",2.0090000000000000e+03,1.0000000000000000e+02,9.9000000000000000e+01,"NH",38177918.0000,5717930.0000,43895848.0000,7358962.0000,1526495.0000,426000.0000,6769123.0000,"N",5242628.0000,11618690.0000,33325925.0000,45631554.0000,29728194.0000,4004248.0000,45005307.0000,469473.0000,734473.0000,294894.0000,294894.0000,800826.0000,735486.0000,1065826.0000,0.0000,"N","N",,41818017.0000,41818017.0000,32439503.0000,31896753.0000,9.8326885587612112e-01,33101982.0000,32234427.0000,9.7379144849997201e-01,1.4387000000000000e+04,"A1",2.4920000000000002e+01,1284274455.0000,1983467813.0419,2.7000000000000000e+01,7.0437566702241189e-02,2.4949999999999999e+01,2.4993600000000001e+03,"South Central Regional COG"
"NORTH CANAAN","BP",2.0090000000000000e+03,1.0100000000000000e+02,1.0000000000000000e+02,"L",8525093.0000,1267689.0000,11746844.0000,1702865.0000,0.0000,0.0000,782833.0000,"N",782833.0000,3128668.0000,7220165.0000,10617840.0000,7734833.0000,403986.0000,10502450.0000,69492.0000,69492.0000,0.0000,0.0000,184882.0000,107472.0000,184882.0000,0.0000,"Y","N",1033826.8465,1000694.0000,2034520.8465,7278516.0000,7069177.0000,9.7123877999306452e-01,7623456.0000,7194300.0000,9.4370584679704328e-01,3.3660000000000000e+03,"A3",1.9449999999999999e+01,345720170.0000,522658314.2857,1.8000000000000000e+01,7.9538904899135440e-02,2.1000000000000000e+01,4.6310000000000002e+02,"Northwestern CT COG"
"NORTH HAVEN","JG",2.0090000000000000e+03,1.0200000000000000e+02,1.0100000000000000e+02,"NH",51184225.0000,13370513.0000,64782373.0000,-14439379.0000,182710.0000,6610416.0000,13699629.0000,"N",13516919.0000,9138538.0000,68084739.0000,84797490.0000,45468390.0000,7739178.0000,83535922.0000,177576.0000,177576.0000,1060242.0000,1060242.0000,378902.0000,648178.0000,378902.0000,0.0000,"Y","Y",,61497239.0000,61497239.0000,67672698.0000,66453146.0000,9.8197867033467467e-01,70270942.0000,67284393.0000,9.5749951665654343e-01,2.3916000000000000e+04,"Aa2",2.0770000000000000e+01,2887883952.0000,4673548530.2899,4.8000000000000000e+01,6.8283440697233799e-02,2.3500000000000000e+01,3.8469099999999999e+03,"South Central Regional COG"
"NORTH STONINGTON","JG",2.0090000000000000e+03,1.0300000000000000e+02,1.0200000000000000e+02,"NL",5521416.0000,4469378.0000,10035948.0000,201189.0000,258725.0000,0.0000,1486255.0000,"N",1227530.0000,5753989.0000,12204373.0000,18357548.0000,11613316.0000,737353.0000,18133071.0000,314390.0000,814390.0000,883245.0000,883245.0000,-344378.0000,-17178.0000,155622.0000,0.0000,"N","N",,3320000.0000,3320000.0000,12098048.0000,11837392.0000,9.7845470608150997e-01,12461753.0000,12036849.0000,9.6590335244166692e-01,5.2720000000000000e+03,"A3",5.4299999999999997e+01,619415323.0000,953246634.7911,1.1000000000000000e+01,7.4380165289256200e-02,1.9500000000000000e+01,8.0573000000000002e+02,"Southeastern CT COG"
