Municipality,numbered,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2014 Population,Moody's_Bond_Ratings_Dec_2014,Moody's_Bond_Ratings_July_2014,area lmt,ACGLFY14,EGL,TANF14 Recipients,empl,ACMR,enrollmt
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,"NL",89847001.0000,24469568.0000,114954889.0000,697826.0000,0.0000,0.0000,0.0000,427574.0000,13064960.0000,12637386.0000,13064960.0000,"N",6672590.0000,51736929.0000,61507006.0000,37748407.0000,4720607.0000,59798012.0000,0.0000,0.0000,2453712.0000,2453712.0000,-744718.0000,-337197.0000,-744718.0000,0.0000,"N","N",,43812157.0000,43812157.0000,51505144.0000,50986927.0000,9.8993853895447803e-01,52346693.0000,51500849.0000,9.8384150074198573e-01,1.8512000000000000e+04,"Aa1","Aa1",3.8680000000000000e+01,2592616626.0000,3708545647.1400,1.3100000000000000e+02,5.6781344766286733e-02,1.9879999999999999e+01,2.3876700000000001e+03
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,"F",82428897.0000,-69278561.0000,15943365.0000,-7618019.0000,669812.0000,115669.0000,0.0000,612143.0000,10403458.0000,9005834.0000,9617977.0000,"N",40821397.0000,157303762.0000,206367490.0000,108317705.0000,22483674.0000,365413667.0000,830000.0000,182095744.0000,5670684.0000,23809644.0000,-163886861.0000,89093.0000,-760077.0000,0.0000,"Y","Y",,284797261.0000,284797261.0000,156748314.0000,152760084.0000,9.7455647274139101e-01,163149968.0000,155579328.0000,9.5359704882075125e-01,5.2734000000000000e+04,"A1","A1",1.7579999999999998e+01,4531278020.0000,6517575794.7300,2.3600000000000000e+02,7.5413634553419498e-02,3.4640000000000001e+01,7.4746700000000001e+03
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,"H",78776777.0000,22097785.0000,101342778.0000,4758750.0000,0.0000,176611.0000,0.0000,1282437.0000,11005911.0000,9546863.0000,10829300.0000,"N",17337295.0000,36225744.0000,56217727.0000,35732506.0000,2406951.0000,51756931.0000,391585.0000,391585.0000,5376693.0000,5376693.0000,-524312.0000,2099977.0000,-524312.0000,0.0000,"N","Y",,18941183.0000,18941183.0000,36059468.0000,35653307.0000,9.8873635628789647e-01,36834346.0000,36028523.0000,9.7812305395621790e-01,1.5814000000000000e+04,,,4.2210000000000001e+01,1428862977.0000,1948350555.8900,1.8000000000000000e+01,5.4108216432865730e-02,2.5160000000000000e+01,2.3141500000000001e+03
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,"L",32848325.0000,1946645.0000,35505086.0000,1092021.0000,0.0000,0.0000,0.0000,250000.0000,3140109.0000,2890109.0000,3140109.0000,"N",8298939.0000,18134271.0000,26737178.0000,15838445.0000,3188821.0000,23090917.0000,15000.0000,15000.0000,3537590.0000,3537590.0000,123671.0000,691127.0000,123671.0000,0.0000,"N","N",,29196264.0000,29196264.0000,17879100.0000,17614927.0000,9.8522447997941731e-01,18529234.0000,17889867.0000,9.6549414832798808e-01,7.6830000000000000e+03,"Aa3","Aa3",1.2010000000000000e+01,527643734.0000,751015892.4000,1.7000000000000000e+01,6.0509554140127389e-02,3.3130000000000003e+01,1.0966199999999999e+03
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,"W",30992362.0000,3006015.0000,37096992.0000,-346047.0000,0.0000,266490.0000,0.0000,145684.0000,2764842.0000,2352668.0000,2498352.0000,"N",10141990.0000,13886301.0000,24781208.0000,18544267.0000,1053259.0000,24374888.0000,122600.0000,122600.0000,491572.0000,491572.0000,37348.0000,822970.0000,37348.0000,0.0000,"N","N",,10200910.0000,10200910.0000,13650569.0000,13384066.0000,9.8047678452085041e-01,14403171.0000,13643677.0000,9.4726897292269874e-01,9.3080000000000000e+03,"A1","A1",4.6939999999999998e+01,613190008.0000,813723909.5400,6.0000000000000000e+01,6.1520603598374926e-02,2.2420000000000002e+01,1.1080000000000000e+03
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,"T",81610820.0000,14558545.0000,96482428.0000,821806.0000,0.0000,59680.0000,0.0000,1281734.0000,8395104.0000,7053690.0000,8335424.0000,"N",17105210.0000,39438201.0000,57368477.0000,41193428.0000,4955883.0000,56693949.0000,0.0000,0.0000,185991.0000,185991.0000,488537.0000,-132470.0000,488537.0000,0.0000,"N","N",,45664352.0000,45664352.0000,39180222.0000,38882421.0000,9.9239920080085309e-01,39670392.0000,39257596.0000,9.8959435540742824e-01,1.4872000000000000e+04,"Aa2","Aa2",3.9710000000000001e+01,1295797756.0000,1779999108.0700,2.4000000000000000e+01,4.4777882797731566e-02,3.0190000000000001e+01,2.8736799999999998e+03
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,"L",80901012.0000,-11998107.0000,68907757.0000,-89926.0000,0.0000,0.0000,337772.0000,207895.0000,6847721.0000,6302054.0000,6847721.0000,"N",36531569.0000,81734315.0000,125384894.0000,76389179.0000,4185554.0000,124999666.0000,1497860.0000,1497860.0000,1465791.0000,1465791.0000,417297.0000,1228660.0000,417297.0000,0.0000,"N","Y",,27358572.0000,27358572.0000,81497980.0000,81497980.0000,1.0000000000000000e+00,81497980.0000,81497980.0000,1.0000000000000000e+00,3.5190000000000000e+04,"Aa3","Aa3",3.9789999999999999e+01,2360288625.0000,2999332916.2500,2.9900000000000000e+02,7.1723998789468377e-02,3.4460000000000001e+01,4.4603800000000001e+03
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,"F",124271131.0000,-42299047.0000,82166704.0000,-870584.0000,1655056.0000,0.0000,1527635.0000,369264.0000,18786764.0000,15234809.0000,17131708.0000,"N",18329424.0000,138268546.0000,163930660.0000,109704266.0000,12124084.0000,167026656.0000,805176.0000,9549342.0000,0.0000,8494259.0000,-2290820.0000,778994.0000,-2040913.0000,0.0000,"N","N",,91105180.0000,91105180.0000,138338088.0000,135859321.0000,9.8208181827697372e-01,141489435.0000,136868363.0000,9.6733980879915171e-01,3.6578000000000000e+04,"Aa2","Aa2",2.3289999999999999e+01,4465363903.0000,6635054926.4900,2.8000000000000000e+01,5.4099089091313043e-02,3.1286000000000001e+01,6.6678699999999999e+03
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,"T",6230745.0000,-160470.0000,6227616.0000,-340736.0000,0.0000,0.0000,0.0000,140000.0000,390847.0000,250847.0000,390847.0000,"N",608064.0000,2399233.0000,3052984.0000,1958719.0000,868850.0000,3116827.0000,200.0000,200.0000,48321.0000,48321.0000,-111964.0000,-4658.0000,-111964.0000,0.0000,"N","N",,2934556.0000,2934556.0000,2395165.0000,2352746.0000,9.8228973786774609e-01,2449884.0000,2380399.0000,9.7163743262946323e-01,8.4600000000000000e+02,,,2.8710000000000001e+01,98614334.0000,125904472.8400,0.0000000000000000e+00,5.2287581699346407e-02,2.4370000000000001e+01,1.1000000000000000e+02
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,"T",111596204.0000,7699805.0000,122368006.0000,4246712.0000,0.0000,0.0000,0.0000,1540633.0000,12683342.0000,11142709.0000,12683342.0000,"N",25613730.0000,62683962.0000,90829489.0000,56788058.0000,5805886.0000,87511824.0000,222961.0000,222961.0000,2261474.0000,2261474.0000,1279152.0000,289663.0000,1279152.0000,0.0000,"N","Y",,42419484.0000,42419484.0000,62210620.0000,61327304.0000,9.8580120243135338e-01,63942666.0000,62123621.0000,9.7155193685543229e-01,2.9098000000000000e+04,"Aa2","Aa2",1.7730000000000000e+01,1734380865.0000,2402677895.0600,2.7200000000000000e+02,6.4432686654908880e-02,3.5399999999999999e+01,3.6585500000000002e+03
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,"NL",9191459.0000,2915377.0000,12106836.0000,-115136.0000,0.0000,0.0000,164626.0000,29594.0000,1778404.0000,1584184.0000,1778404.0000,"N",3492893.0000,4907463.0000,8507079.0000,6927162.0000,275058.0000,8784313.0000,0.0000,0.0000,56028.0000,56028.0000,-333262.0000,2066.0000,-333262.0000,0.0000,"N","N",,0.0000,0.0000,4841497.0000,4721288.0000,9.7517110926641082e-01,5075117.0000,4850602.0000,9.5576161101310575e-01,2.5930000000000000e+03,,,3.8920000000000002e+01,199289624.0000,268254970.6200,1.5000000000000000e+01,6.8548387096774188e-02,2.4250000000000000e+01,4.0111000000000001e+02
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,"NH",213199000.0000,7141000.0000,221741000.0000,2368000.0000,0.0000,0.0000,1858000.0000,4869000.0000,25564000.0000,18837000.0000,25564000.0000,"N",39188000.0000,111543000.0000,155748000.0000,103194000.0000,4511000.0000,154671000.0000,1974000.0000,1974000.0000,2291000.0000,2291000.0000,760000.0000,2160000.0000,760000.0000,0.0000,"N","Y",,31114000.0000,31114000.0000,111148000.0000,109269000.0000,9.8309461258862063e-01,115581000.0000,110753000.0000,9.5822842854794477e-01,4.5074000000000000e+04,"Aaa","Aaa",3.9020000000000003e+01,4217052785.0000,6075318039.5900,1.5300000000000000e+02,5.6928322415048076e-02,2.6219999999999999e+01,6.1211400000000003e+03
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,"L",4410202.0000,2553344.0000,7065602.0000,257168.0000,0.0000,0.0000,3427.0000,74646.0000,1682144.0000,1604071.0000,1682144.0000,"N",166064.0000,4752037.0000,5111191.0000,3128812.0000,235688.0000,4787017.0000,0.0000,0.0000,167000.0000,167000.0000,157174.0000,75543.0000,157174.0000,0.0000,"N","N",437609.0479,2400000.0000,2837609.0479,4740754.0000,4697628.0000,9.9090313481779480e-01,4785624.0000,4714779.0000,9.8519628788220726e-01,1.4270000000000000e+03,"Aa2","Aa2",2.6309999999999999e+01,342705650.0000,489722357.1400,2.0000000000000000e+00,5.4020100502512561e-02,1.3900000000000000e+01,1.6641999999999999e+02
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,"L",11619105.0000,7648738.0000,20089040.0000,1123200.0000,0.0000,0.0000,203216.0000,331163.0000,3286588.0000,2752209.0000,3286588.0000,"N",364425.0000,14962418.0000,16112099.0000,9402789.0000,56348.0000,14237584.0000,0.0000,594394.0000,2014000.0000,2014000.0000,-139485.0000,-349691.0000,454909.0000,0.0000,"N","N",1094207.9949,0.0000,1094207.9949,14723517.0000,14544910.0000,9.8786927063690011e-01,15053347.0000,14759508.0000,9.8048015501137387e-01,3.4870000000000000e+03,,,3.8180000000000000e+01,1254795221.0000,1527331923.9500,2.0000000000000000e+00,4.6943765281173597e-02,1.1750000000000000e+01,3.4554000000000002e+02
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,"NH",454555000.0000,-281861000.0000,175054000.0000,-13404000.0000,0.0000,0.0000,0.0000,3000000.0000,22462000.0000,19462000.0000,22462000.0000,"N",160392000.0000,230789000.0000,410162000.0000,180634000.0000,47226000.0000,361140000.0000,0.0000,0.0000,48982000.0000,48982000.0000,40000.0000,21000.0000,40000.0000,0.0000,"N","Y",,461824000.0000,461824000.0000,225554000.0000,221936000.0000,9.8395949528715965e-01,236621000.0000,225074000.0000,9.5120044290236283e-01,1.0930700000000000e+05,"A1","A1",2.8570000000000000e+01,4016431515.0000,5758088707.1400,3.7060000000000000e+03,1.0710543676510535e-01,5.6979999999999997e+01,1.7970400000000001e+04
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,"NL",173490923.0000,5298615.0000,178967753.0000,-3440652.0000,28708.0000,0.0000,10436689.0000,496774.0000,12945954.0000,1983783.0000,12917246.0000,"N",8945437.0000,76355601.0000,88233247.0000,50512081.0000,5271356.0000,84450026.0000,0.0000,0.0000,2676001.0000,2676001.0000,1107220.0000,928240.0000,1107220.0000,0.0000,"N","N",,94885000.0000,94885000.0000,76149928.0000,75510859.0000,9.9160775306314142e-01,77674439.0000,76095353.0000,9.7967045503862604e-01,1.9427000000000000e+04,"Aa2","Aa2",3.2750000000000000e+01,3173071768.0000,4533877854.2900,5.2000000000000000e+01,5.8463361643294492e-02,2.4050000000000001e+01,2.9746500000000001e+03
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,"L",132293489.0000,4947433.0000,137529391.0000,1282367.0000,0.0000,0.0000,0.0000,563130.0000,7516411.0000,6953281.0000,7516411.0000,"N",18760371.0000,49654477.0000,70892451.0000,43236872.0000,6857649.0000,70189188.0000,130787.0000,723224.0000,282359.0000,282359.0000,551691.0000,-382304.0000,1144128.0000,0.0000,"N","Y",,58288043.0000,58288043.0000,49196092.0000,48518955.0000,9.8623595955548660e-01,50473074.0000,49274972.0000,9.7626255139522511e-01,2.2046000000000000e+04,"Aa2","Aa2",2.9149999999999999e+01,1957587145.0000,2460853869.4200,8.4000000000000000e+01,5.5444170265268350e-02,2.5090000000000000e+01,2.9404299999999998e+03
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,"H",161236000.0000,32883000.0000,196634000.0000,139000.0000,178000.0000,0.0000,0.0000,374000.0000,20205000.0000,19653000.0000,20027000.0000,"N",43115000.0000,214923000.0000,263810000.0000,160266000.0000,17232000.0000,247243000.0000,849000.0000,849000.0000,16654000.0000,16654000.0000,762000.0000,1088000.0000,762000.0000,0.0000,"N","N",,140830000.0000,140830000.0000,214310000.0000,212530000.0000,9.9169427464887316e-01,216915000.0000,213978000.0000,9.8646013415393130e-01,6.3324000000000000e+04,"Aaa","Aaa",2.1980000000000000e+01,5888535750.0000,9035908809.6900,2.2300000000000000e+02,4.6613298673677368e-02,3.6299999999999997e+01,1.0296600000000000e+04
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,"NH",93015386.0000,-82442903.0000,10715740.0000,-8667651.0000,1760849.0000,0.0000,0.0000,0.0000,-8493995.0000,-10254844.0000,-10254844.0000,"N",65232537.0000,89495114.0000,158677468.0000,95107522.0000,20825627.0000,160520585.0000,2150518.0000,2150518.0000,1024747.0000,1024747.0000,-717346.0000,2760017.0000,-717346.0000,0.0000,"N","Y",,141191281.0000,141191281.0000,88395137.0000,86723519.0000,9.8108925381268430e-01,93212737.0000,87611931.0000,9.3991372659725680e-01,5.4905000000000000e+04,"Baa1","Baa1",1.0830000000000000e+01,2819622036.0000,3920079058.7600,7.2400000000000000e+02,8.1104400345125102e-02,3.1250000000000000e+01,7.1949499999999998e+03
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,"M",39903305.0000,4946831.0000,44884210.0000,1750653.0000,789391.0000,0.0000,0.0000,0.0000,3797815.0000,3008424.0000,3008424.0000,"N",3070160.0000,24021456.0000,28378852.0000,17868817.0000,2504301.0000,27625197.0000,4109.0000,4109.0000,693608.0000,693608.0000,64156.0000,-227583.0000,64156.0000,0.0000,"N","N",,22645000.0000,22645000.0000,23762610.0000,23527433.0000,9.9010306527776204e-01,24329609.0000,23792597.0000,9.7792763541740435e-01,6.9020000000000000e+03,"Aa2","Aa2",1.5720000000000001e+01,1134261597.0000,1628977476.4700,8.0000000000000000e+00,5.5881531153953619e-02,2.0980000000000000e+01,8.5150000000000000e+02
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,"F",46166370.0000,15220846.0000,64421746.0000,130790.0000,846156.0000,0.0000,329500.0000,554753.0000,12427982.0000,10697573.0000,11581826.0000,"N",6500404.0000,63361808.0000,71705555.0000,51229491.0000,6554632.0000,69483459.0000,168000.0000,168000.0000,1368386.0000,1368386.0000,1021710.0000,527784.0000,1021710.0000,0.0000,"N","N",,48158537.0000,48158537.0000,63422136.0000,62565863.0000,9.8649883062910404e-01,64726863.0000,63073536.0000,9.7445686499591366e-01,1.0388000000000000e+04,"Aaa","Aaa",1.9800000000000001e+01,2660640912.0000,3587402584.4500,4.0000000000000000e+00,5.0218843584427554e-02,2.3890000000000001e+01,2.4053299999999999e+03
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,"F",179785068.0000,47800507.0000,229527308.0000,4355226.0000,0.0000,274652.0000,290922.0000,9189698.0000,35887632.0000,26132360.0000,35612980.0000,"N",4098193.0000,178097978.0000,212309371.0000,121252479.0000,17473798.0000,209039420.0000,483039.0000,483039.0000,1400790.0000,1400790.0000,2352200.0000,5747021.0000,2352200.0000,0.0000,"N","Y",,121612981.0000,121612981.0000,177158678.0000,174508898.0000,9.8504290035399789e-01,187803848.0000,176869313.0000,9.4177683196352824e-01,2.7561000000000000e+04,"Aaa","Aaa",2.0010000000000002e+01,9799546479.0000,14803064448.1200,1.6000000000000000e+01,4.9584107243801988e-02,1.8070000000000000e+01,5.7457200000000003e+03
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,"H",77282542.0000,5174809.0000,82457351.0000,4375966.0000,0.0000,0.0000,414179.0000,1126833.0000,11788700.0000,10247688.0000,11788700.0000,"N",17339290.0000,78321007.0000,97817583.0000,60950236.0000,3647328.0000,94348809.0000,123429.0000,123429.0000,2285085.0000,2285085.0000,1307118.0000,336137.0000,1307118.0000,0.0000,"N","N",,27005052.0000,27005052.0000,78123896.0000,77323876.0000,9.8975959929084945e-01,80411280.0000,78324927.0000,9.7405397600933596e-01,2.6446000000000000e+04,"Aa2","Aa2",1.2390000000000001e+01,2335601900.0000,3147128674.6500,6.6000000000000000e+01,5.6792073520964964e-02,3.3460000000000001e+01,3.9212600000000002e+03
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,"T",9992318.0000,2706117.0000,13549715.0000,146193.0000,0.0000,208124.0000,468486.0000,459175.0000,3082049.0000,1946264.0000,2873925.0000,"N",5137701.0000,11710518.0000,17098266.0000,12886316.0000,352838.0000,16186367.0000,0.0000,293442.0000,1034162.0000,1034162.0000,-122263.0000,28426.0000,171179.0000,0.0000,"N","N",1870429.7704,2536425.0000,4406854.7704,11748116.0000,11662829.0000,9.9274036790239384e-01,11790996.0000,11687174.0000,9.9119480661345316e-01,5.9340000000000000e+03,"Aa3","Aa3",3.3270000000000003e+01,479609789.0000,629316326.9500,1.6000000000000000e+01,5.2573325954620921e-02,2.4379999999999999e+01,7.0990999999999997e+02
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,"F",88926520.0000,28459157.0000,117494081.0000,-1863995.0000,55107.0000,0.0000,760026.0000,3619058.0000,22136256.0000,17702065.0000,22081149.0000,"N",13140788.0000,110433298.0000,126110106.0000,85352764.0000,9120335.0000,124496295.0000,0.0000,0.0000,125995.0000,125995.0000,1487816.0000,-544550.0000,1487816.0000,0.0000,"N","N",,59241326.0000,59241326.0000,109682703.0000,109067765.0000,9.9439348244362646e-01,111677519.0000,109917562.0000,9.8424072261132522e-01,1.8692000000000000e+04,"Aaa","Aaa",2.6949999999999999e+01,4237894310.0000,6054409014.2900,3.0000000000000000e+00,4.6334798621836759e-02,2.5989599999999999e+01,4.3126700000000001e+03
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,"L",38706670.0000,-5878735.0000,35166639.0000,4880075.0000,0.0000,0.0000,0.0000,0.0000,3526109.0000,3526109.0000,3526109.0000,"Y",11021018.0000,23758932.0000,36816762.0000,21815738.0000,728831.0000,31948789.0000,41040.0000,2041040.0000,836314.0000,2836314.0000,4072699.0000,289291.0000,4072699.0000,0.0000,"N","N",,4405047.0000,4405047.0000,23634868.0000,23020269.0000,9.7399608916791924e-01,24319539.0000,23467269.0000,9.6495533899717423e-01,1.0929000000000000e+04,,,3.2280000000000001e+01,688379460.0000,983598185.7100,1.0600000000000000e+02,7.1643207338288786e-02,3.1199999999999999e+01,1.2628499999999999e+03
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,"W",56095135.0000,8732744.0000,66543027.0000,4448580.0000,112351.0000,587352.0000,0.0000,898389.0000,12690598.0000,11092506.0000,11990895.0000,"N",37271487.0000,33826651.0000,74574235.0000,49414612.0000,3331914.0000,73014071.0000,239683.0000,239683.0000,535000.0000,535000.0000,1264847.0000,967321.0000,1264847.0000,0.0000,"N","N",,22157772.0000,22157772.0000,33441340.0000,32776844.0000,9.8012950437990820e-01,34293581.0000,33363292.0000,9.7287279505747737e-01,2.5005000000000000e+04,"Aa3","Aa3",2.7070000000000000e+01,962400175.0000,1191547481.3800,7.1900000000000000e+02,8.4067959608911683e-02,2.9059999999999999e+01,3.2608000000000002e+03
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,"H",66129757.0000,4440056.0000,74139253.0000,-2242152.0000,46154.0000,0.0000,0.0000,3795689.0000,21189830.0000,17347987.0000,21143676.0000,"N",22298413.0000,82937213.0000,110221210.0000,70387913.0000,6135301.0000,103214240.0000,95510.0000,95510.0000,6824000.0000,6824000.0000,278480.0000,2307213.0000,278480.0000,0.0000,"Y","N",,39390000.0000,39390000.0000,82919994.0000,81727446.0000,9.8561808868437695e-01,84192500.0000,82366481.0000,9.7831138165513554e-01,2.9069000000000000e+04,"Aa1","Aa1",2.9629999999999999e+01,3014228046.0000,4026160993.3000,1.8500000000000000e+02,6.3916398323105902e-02,2.7329999999999998e+01,3.9362399999999998e+03
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,"H",55783125.0000,22950539.0000,78737499.0000,3009392.0000,0.0000,0.0000,0.0000,636260.0000,12510799.0000,11874539.0000,12510799.0000,"N",15923535.0000,32868278.0000,50171300.0000,32609424.0000,2485907.0000,47993322.0000,133196.0000,271334.0000,1223490.0000,1223490.0000,1087684.0000,1664847.0000,1225822.0000,0.0000,"N","N",,15118102.0000,15118102.0000,32306689.0000,31695426.0000,9.8107936718615762e-01,33664990.0000,32369806.0000,9.6152727210077893e-01,1.2565000000000000e+04,"Aa1","Aa1",9.0299999999999994e+00,1269830949.0000,1833714636.1300,8.1000000000000000e+01,6.2748321687902453e-02,2.4539999999999999e+01,1.7834200000000001e+03
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,"NH",40985409.0000,10181324.0000,51355077.0000,-2236173.0000,0.0000,0.0000,0.0000,102984.0000,3552399.0000,3449415.0000,3552399.0000,"N",20711146.0000,32875640.0000,54641282.0000,37034923.0000,3956037.0000,55048933.0000,712518.0000,919723.0000,54569.0000,54569.0000,250298.0000,373333.0000,457503.0000,0.0000,"N","N",,30121645.0000,30121645.0000,32715206.0000,32141878.0000,9.8247518294703695e-01,33514637.0000,32599743.0000,9.7270165868125025e-01,1.6716000000000000e+04,"A1","A1",2.0430000000000000e+01,1257541104.0000,1846423677.2200,4.3000000000000000e+01,5.4382205897357414e-02,2.5910000000000000e+01,2.7201999999999998e+03
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,"NH",55945752.0000,3534858.0000,60349646.0000,1753400.0000,85502.0000,0.0000,0.0000,1360507.0000,5930052.0000,4484043.0000,5844550.0000,"N",2753321.0000,41484475.0000,46852591.0000,27642754.0000,2104680.0000,45242923.0000,334298.0000,334298.0000,2064286.0000,2064286.0000,-120320.0000,85106.0000,-120320.0000,0.0000,"N","N",12051123.1866,14629848.0000,26680971.1866,41057655.0000,40881959.0000,9.9572074927318666e-01,41276305.0000,41012393.0000,9.9360621063343724e-01,8.9250000000000000e+03,"Aaa","Aaa",1.8829999999999998e+01,1201171700.0000,1693844166.0800,1.3000000000000000e+01,4.1917410251089436e-02,3.4140000000000001e+01,1.4836400000000001e+03
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,"L",16131638.0000,5176632.0000,22752403.0000,-655447.0000,0.0000,0.0000,0.0000,356733.0000,3444840.0000,3088107.0000,3444840.0000,"N",1412375.0000,29053641.0000,31067032.0000,22010784.0000,643960.0000,31246280.0000,200205.0000,203085.0000,15235.0000,15235.0000,5722.0000,407709.0000,8602.0000,0.0000,"N","N",701403.6389,4716560.0000,5417963.6389,29011852.0000,28415896.0000,9.7945818832937659e-01,30256197.0000,28751357.0000,9.5026341215321941e-01,9.7190000000000000e+03,"Aa2","Aa2",3.6469999999999999e+01,1237661106.0000,1491656595.3700,1.5000000000000000e+01,5.0552636347164344e-02,2.3399999999999999e+01,1.2405200000000000e+03
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,"W",21609299.0000,1478351.0000,27838129.0000,405785.0000,0.0000,0.0000,0.0000,283946.0000,3112513.0000,2828567.0000,3112513.0000,"N",7272547.0000,15163436.0000,22924854.0000,17459851.0000,514766.0000,22743102.0000,7.0000,310425.0000,335307.0000,335307.0000,-153548.0000,199099.0000,156870.0000,0.0000,"N","Y",,4462956.0000,4462956.0000,14978760.0000,14755377.0000,9.8508668274276379e-01,15367293.0000,15002020.0000,9.7623049160317310e-01,7.8600000000000000e+03,"Aa3","Aa3",6.0539999999999999e+01,667366070.0000,937571433.3200,4.0000000000000000e+00,5.5799220272904480e-02,2.2280000000000001e+01,1.3196199999999999e+03
