Municipality,numbered,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Total_Net_Pension_Liability,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2015 Population,Moody's_Bond_Ratings_Nov_2016,Moody's_Bond_Ratings_July_2015,area lmt,ACGLFY15,EGL,TANF15 Recipients,empl,ACMR,enrollmt
"GUILFORD",61,60,"NH",50472845.0000,-5711173.0000,44761672.0000,12236510.0000,21016.0000,433550.0000,312053.0000,1378522.0000,8908166.0000,6763025.0000,8453600.0000,"N",10392959.0000,82662466.0000,95092236.0000,63185233.0000,3719290.0000,94273237.0000,2407.0000,435957.0000,185015.0000,185015.0000,636391.0000,1220971.0000,1069941.0000,0.0000,"N","N",,60234000.0000,60234000.0000,7017927.0000,79780293.0000,79373822.0000,9.9490512024065891e-01,80206174.0000,79679737.0000,9.9343645290947302e-01,2.2350000000000000e+04,"Aa2","Aa2",4.7049999999999997e+01,3042717635.0000,4347800907.1400,4.0000000000000000e+01,3.8244514106583069e-02,2.7420000000000002e+01,3.4544200000000001e+03
"HADDAM",62,61,"M",19196389.0000,8720481.0000,27989694.0000,1021677.0000,0.0000,0.0000,0.0000,0.0000,4265947.0000,4265947.0000,4265947.0000,"N",2062061.0000,27718031.0000,30279303.0000,22376890.0000,257785.0000,28813439.0000,0.0000,0.0000,969178.0000,969178.0000,496686.0000,98040.0000,496686.0000,0.0000,"N","N",6648748.0000,2567897.0000,9216645.0000,1181658.0000,27531502.0000,27265986.0000,9.9035592028360819e-01,28648884.0000,27533587.0000,9.6107014151057335e-01,8.2920000000000000e+03,"Aa3","Aa3",4.4030000000000001e+01,905164703.0000,1210735544.3400,1.3000000000000000e+01,3.9960238568588470e-02,3.0390000000000001e+01,1.2967000000000000e+03
"HAMDEN",63,62,"NH",122955059.0000,-607271052.0000,-484305050.0000,-47505505.0000,0.0000,0.0000,0.0000,0.0000,3043752.0000,3043752.0000,3043752.0000,"Y",37141207.0000,162646202.0000,206809203.0000,84858213.0000,14183868.0000,208005986.0000,1037259.0000,124327417.0000,122303087.0000,122303087.0000,-122462611.0000,528270.0000,827547.0000,0.0000,"N","Y",,262270000.0000,262270000.0000,290814288.0000,160274044.0000,158039401.0000,9.8605736185205384e-01,164549814.0000,159874496.0000,9.7158721795941982e-01,6.1218000000000000e+04,"Baa1","Baa1",3.2780000000000001e+01,4072325628.0000,5469363954.6500,4.4600000000000000e+02,5.0193050193050190e-02,3.9930000000000000e+01,6.5291800000000003e+03
"HAMPTON",64,63,"W",6832196.0000,480853.0000,9885618.0000,258166.0000,19696.0000,0.0000,0.0000,11700.0000,556751.0000,525355.0000,537055.0000,"Y",1926316.0000,3721971.0000,5741527.0000,4095928.0000,0.0000,5576130.0000,0.0000,12554.0000,372146.0000,372146.0000,-206749.0000,-278448.0000,-194195.0000,0.0000,"N","N",0.0000,10723.0000,10723.0000,0.0000,3706953.0000,3658958.0000,9.8705270878805318e-01,3769927.0000,3692354.0000,9.7942320899051893e-01,1.8490000000000000e+03,,,2.5000000000000000e+01,125064590.0000,178744405.7100,7.0000000000000000e+00,5.1556420233463032e-02,2.9730000000000000e+01,1.8302000000000001e+02
"HARTFORD",65,64,"H",939951000.0000,-247809000.0000,767782000.0000,-47489000.0000,0.0000,0.0000,0.0000,1712000.0000,21926000.0000,20214000.0000,21926000.0000,"N",289332000.0000,260640000.0000,566606000.0000,326647000.0000,49302000.0000,571021000.0000,21150000.0000,21150000.0000,11690000.0000,11690000.0000,5045000.0000,-13497000.0000,5045000.0000,0.0000,"Y","Y",,581093000.0000,581093000.0000,329343000.0000,253546000.0000,243521000.0000,9.6046082367696595e-01,293512000.0000,249707000.0000,8.5075567608820080e-01,1.2400600000000000e+05,"Ba2","A3",1.7309999999999999e+01,3531344777.0000,6877950983.1600,5.5290000000000000e+03,1.0432353430891902e-01,7.4290000000000006e+01,2.1596840000000000e+04
"HARTLAND",66,65,"H",7507984.0000,2129412.0000,9690347.0000,193146.0000,0.0000,0.0000,0.0000,270913.0000,1342640.0000,1071727.0000,1342640.0000,"N",2106326.0000,4839989.0000,7052473.0000,5167038.0000,124283.0000,6687675.0000,19.0000,19.0000,218905.0000,218905.0000,145912.0000,71593.0000,145912.0000,0.0000,"N","N",,760739.0000,760739.0000,0.0000,4840263.0000,4779329.0000,9.8741101464941061e-01,4975662.0000,4818827.0000,9.6847957116058125e-01,2.1270000000000000e+03,"A1","A1",3.3020000000000003e+01,197159605.0000,284267166.2900,2.0000000000000000e+00,4.6572934973637958e-02,2.4500000000000000e+01,2.7299000000000001e+02
"HARWINTON",67,66,"L",17764954.0000,4845994.0000,22917600.0000,902861.0000,0.0000,0.0000,0.0000,0.0000,2912626.0000,2912626.0000,2912626.0000,"N",3214735.0000,14439088.0000,17929121.0000,12639441.0000,0.0000,17870601.0000,0.0000,0.0000,265193.0000,265193.0000,-206673.0000,116818.0000,-206673.0000,0.0000,"N","N",6570390.0000,0.0000,6570390.0000,3376.0000,14381702.0000,14330249.0000,9.9642232887317506e-01,14513173.0000,14396754.0000,9.9197839094180162e-01,5.4930000000000000e+03,,,3.0739999999999998e+01,541079975.0000,773110450.0100,4.0000000000000000e+00,4.2240300375469338e-02,2.6899999999999999e+01,8.5297000000000003e+02
"HEBRON",68,67,"T",47622263.0000,8479844.0000,56336844.0000,722306.0000,0.0000,0.0000,0.0000,525116.0000,6334774.0000,5809658.0000,6334774.0000,"N",9032190.0000,28024898.0000,38163594.0000,28797677.0000,1118549.0000,36793268.0000,185000.0000,325000.0000,833265.0000,833265.0000,722061.0000,1011118.0000,862061.0000,0.0000,"N","N",10351556.0000,6622237.0000,16973793.0000,0.0000,28045844.0000,27598938.0000,9.8406516131231425e-01,29109524.0000,27878906.0000,9.5772455777703547e-01,9.5520000000000000e+03,,,3.6890000000000001e+01,778644080.0000,1112632087.1300,9.0000000000000000e+00,3.9685442574981709e-02,3.5750000000000000e+01,1.7715899999999999e+03
"KENT",69,68,"L",9413286.0000,4233430.0000,13704095.0000,-348570.0000,0.0000,0.0000,244262.0000,0.0000,2153273.0000,1909011.0000,2153273.0000,"N",1119596.0000,10140221.0000,11661625.0000,7188717.0000,672788.0000,11034950.0000,35832.0000,899832.0000,1692950.0000,1692950.0000,-1030443.0000,-225514.0000,-166443.0000,0.0000,"N","N",598426.0000,3944000.0000,4542426.0000,0.0000,10055555.0000,9939265.0000,9.8843524797984794e-01,10326284.0000,10020973.0000,9.7043360418907709e-01,2.8690000000000000e+03,"Aa2","Aa2",4.8469999999999999e+01,592540429.0000,846627927.1400,1.0000000000000000e+00,4.0469973890339427e-02,1.7030000000000001e+01,2.9814999999999998e+02
"KILLINGLY",70,69,"W",102696406.0000,13121565.0000,116485395.0000,-1604462.0000,0.0000,0.0000,202347.0000,1037747.0000,9788875.0000,8548781.0000,9788875.0000,"N",22516265.0000,31633701.0000,58194105.0000,44202229.0000,3032151.0000,57315683.0000,844656.0000,5922545.0000,1187608.0000,5773764.0000,535470.0000,333955.0000,1027203.0000,0.0000,"N","N",,31480685.0000,31480685.0000,0.0000,31596382.0000,30824017.0000,9.7555527085347937e-01,32824157.0000,31432953.0000,9.5761645912185955e-01,1.7131000000000000e+04,"Aa3","Aa3",4.8520000000000003e+01,1084341779.0000,1558606470.0100,2.1900000000000000e+02,6.8428750522356876e-02,2.6510000000000002e+01,2.3267100000000000e+03
"KILLINGWORTH",71,70,"M",19932754.0000,7045011.0000,26977765.0000,-595062.0000,0.0000,0.0000,0.0000,0.0000,3838892.0000,3838892.0000,3838892.0000,"N",2757662.0000,17689778.0000,20892606.0000,15957890.0000,287559.0000,20523836.0000,622405.0000,622405.0000,1164341.0000,1164341.0000,-173166.0000,602239.0000,-173166.0000,0.0000,"N","N",4751252.0000,4115000.0000,8866252.0000,1288662.0000,17639742.0000,17521592.0000,9.9330205623188816e-01,17782271.0000,17622782.0000,9.9103101060601317e-01,6.4550000000000000e+03,"Aa2","Aa2",3.5320000000000000e+01,718731799.0000,1053407031.7800,5.0000000000000000e+00,3.8410944488292555e-02,2.4530000000000001e+01,9.1171000000000004e+02
"LEBANON",72,71,"NL",32093908.0000,4304179.0000,40144880.0000,507065.0000,82469.0000,0.0000,0.0000,0.0000,3952479.0000,3870010.0000,3870010.0000,"N",7844678.0000,16213731.0000,25207965.0000,19618104.0000,804840.0000,23551201.0000,192020.0000,192020.0000,2130882.0000,2130882.0000,-282098.0000,348591.0000,-282098.0000,0.0000,"N","N",,2594807.0000,2594807.0000,493600.0000,16712027.0000,16364808.0000,9.7922340599377922e-01,17192456.0000,16657640.0000,9.6889240257471065e-01,7.2590000000000000e+03,,,5.4100000000000001e+01,590664476.0000,844437122.8700,2.6000000000000000e+01,4.7805834763422407e-02,2.8199999999999999e+01,1.0770200000000000e+03
"LEDYARD",73,72,"NL",30699193.0000,4930683.0000,35712756.0000,2934213.0000,0.0000,0.0000,0.0000,100000.0000,3753673.0000,3653673.0000,3753673.0000,"N",19897568.0000,33216692.0000,56284947.0000,34539230.0000,1771719.0000,55830635.0000,579081.0000,579081.0000,1512283.0000,1512283.0000,-478890.0000,50202.0000,-478890.0000,0.0000,"N","N",,14708700.0000,14708700.0000,5563552.0000,33183288.0000,32784407.0000,9.8797946122759139e-01,33691824.0000,33047766.0000,9.8088384885306301e-01,1.5025000000000000e+04,"Aa2","Aa2",3.8140000000000001e+01,1117505433.0000,1562200147.4400,6.8000000000000000e+01,4.9207148250692175e-02,2.9899999999999999e+01,2.4591500000000001e+03
"LISBON",74,73,"NL",8398941.0000,2374746.0000,11399610.0000,365859.0000,0.0000,44723.0000,0.0000,328179.0000,2180968.0000,1808066.0000,2136245.0000,"N",4945024.0000,7282764.0000,13554191.0000,10201601.0000,1462825.0000,14124944.0000,0.0000,858581.0000,517200.0000,517200.0000,-1087953.0000,2846.0000,-229372.0000,0.0000,"N","N",,3325000.0000,3325000.0000,595117.0000,7228592.0000,7093532.0000,9.8131586344892618e-01,7398232.0000,7179053.0000,9.7037413803730410e-01,4.3100000000000000e+03,"Aa3","Aa3",1.6250000000000000e+01,369429683.0000,510510495.6600,1.0000000000000000e+01,5.9452523524379811e-02,1.9500000000000000e+01,5.9423000000000002e+02
"LITCHFIELD",75,74,"L",45092000.0000,9258000.0000,54360000.0000,3745000.0000,71000.0000,0.0000,0.0000,226000.0000,4773000.0000,4476000.0000,4702000.0000,"N",3426000.0000,26098000.0000,30108000.0000,19117000.0000,3177000.0000,29852000.0000,427000.0000,497000.0000,1081000.0000,1081000.0000,-398000.0000,-453000.0000,-328000.0000,0.0000,"N","N",,25953000.0000,25953000.0000,4239000.0000,25906000.0000,25611000.0000,9.8861267660001539e-01,26447000.0000,25907000.0000,9.7958180511967330e-01,8.2120000000000000e+03,"Aa2","Aa2",5.6060000000000002e+01,1027751389.0000,1468964101.4400,1.6000000000000000e+01,4.1963911036508601e-02,2.5199999999999999e+01,1.0016100000000000e+03
"LYME",76,75,"NL",8844369.0000,2215267.0000,11115636.0000,-152928.0000,0.0000,0.0000,0.0000,300888.0000,1340840.0000,1039952.0000,1340840.0000,"N",427660.0000,8742839.0000,9358355.0000,6556450.0000,492411.0000,11281175.0000,446031.0000,539532.0000,230000.0000,230000.0000,-1706789.0000,1715359.0000,-1613288.0000,0.0000,"N","N",7838238.0000,3219458.0000,11057696.0000,0.0000,8694963.0000,8615124.0000,9.9081778726372960e-01,8895127.0000,8676580.0000,9.7543070492416806e-01,2.3740000000000000e+03,,,3.1850000000000001e+01,513638984.0000,733857548.5600,1.0000000000000000e+00,4.0529363110008272e-02,1.7000000000000000e+01,2.9487000000000000e+02
"MADISON",77,76,"NH",85651893.0000,6211429.0000,92352442.0000,3233796.0000,0.0000,0.0000,0.0000,1439530.0000,10778063.0000,9338533.0000,10778063.0000,"N",8665975.0000,71596027.0000,82688705.0000,55836777.0000,4384744.0000,78116237.0000,64000.0000,64000.0000,4083054.0000,4083054.0000,553414.0000,1252737.0000,553414.0000,0.0000,"N","N",,29737668.0000,29737668.0000,9295758.0000,71781400.0000,71381525.0000,9.9442926719177949e-01,72486972.0000,71605782.0000,9.8784347068601519e-01,1.8223000000000000e+04,"Aaa","Aaa",3.6180000000000000e+01,2858907717.0000,4085765310.0000,1.0000000000000000e+01,4.0374749051974128e-02,2.5170000000000002e+01,3.1655799999999999e+03
"MANCHESTER",78,77,"H",102486000.0000,-30063000.0000,75021000.0000,-4193000.0000,65000.0000,910000.0000,10000.0000,1806000.0000,20611000.0000,17820000.0000,19636000.0000,"N",48291000.0000,134379000.0000,187073000.0000,121800000.0000,10188000.0000,183419000.0000,1616000.0000,1676000.0000,4065000.0000,4065000.0000,1205000.0000,4698000.0000,1265000.0000,0.0000,"N","N",,84875000.0000,84875000.0000,43239000.0000,136376000.0000,133806000.0000,9.8115504194286385e-01,141540000.0000,136161000.0000,9.6199660873251380e-01,5.8007000000000000e+04,"Aa1","Aa1",2.7250000000000000e+01,3892063212.0000,5367105127.2800,7.0800000000000000e+02,5.4669284574794454e-02,3.8649999999999999e+01,7.3517799999999997e+03
"MANSFIELD",79,78,"T",75525672.0000,4137987.0000,79936986.0000,93832.0000,0.0000,0.0000,0.0000,65368.0000,3941182.0000,3875814.0000,3941182.0000,"N",20574330.0000,28770347.0000,50362505.0000,33321255.0000,364944.0000,46403838.0000,38500.0000,38500.0000,3442019.0000,3442019.0000,555148.0000,211371.0000,555148.0000,0.0000,"N","N",3403427.0000,2400000.0000,5803427.0000,4639307.0000,28503460.0000,28189833.0000,9.8899687967706373e-01,29240983.0000,28544589.0000,9.7618431637541048e-01,2.6043000000000000e+04,"Aa2","Aa2",4.4460000000000001e+01,1036252379.0000,1536227431.1800,3.7000000000000000e+01,5.1360000000000003e-02,2.7949999999999999e+01,1.8505799999999999e+03
"MARLBOROUGH",80,79,"H",29930863.0000,6773524.0000,36704387.0000,1458814.0000,0.0000,0.0000,0.0000,601163.0000,2529966.0000,1928803.0000,2529966.0000,"N",4056299.0000,18228783.0000,22574696.0000,15784850.0000,2360982.0000,22830803.0000,336972.0000,515299.0000,683179.0000,683179.0000,-602314.0000,-322693.0000,-423987.0000,0.0000,"N","N",5341374.0000,15333361.0000,20674735.0000,0.0000,18142932.0000,17980066.0000,9.9102317089652325e-01,18349674.0000,18117015.0000,9.8732081016807161e-01,6.4300000000000000e+03,"Aa2","Aa2",2.3280000000000001e+01,572047045.0000,852428015.6900,1.2000000000000000e+01,4.3820224719101124e-02,3.1449999999999999e+01,1.1437700000000000e+03
"MERIDEN",81,80,"NH",237700445.0000,-171203285.0000,67853841.0000,51693505.0000,149036.0000,937864.0000,285459.0000,0.0000,17668570.0000,16296211.0000,16581670.0000,"N",74501716.0000,117378964.0000,199264297.0000,110843185.0000,12072958.0000,200765068.0000,1680702.0000,1680702.0000,38197.0000,38197.0000,141734.0000,114884.0000,141734.0000,0.0000,"Y","Y",,119989700.0000,119989700.0000,122056734.0000,116512751.0000,113706112.0000,9.7591131463370906e-01,124928331.0000,116340103.0000,9.3125476077960245e-01,5.9988000000000000e+04,,"A1",2.3739999999999998e+01,3224902777.0000,4618313460.7700,1.1860000000000000e+03,7.1297534280650471e-02,3.5740000000000002e+01,9.0062199999999993e+03
"MIDDLEBURY",82,81,"NH",39319421.0000,2829831.0000,42149252.0000,-2127327.0000,824798.0000,0.0000,0.0000,0.0000,3627949.0000,2803151.0000,2803151.0000,"N",1204064.0000,27353151.0000,29537590.0000,19951990.0000,891016.0000,29867092.0000,99767.0000,99767.0000,101300.0000,101300.0000,-331035.0000,-220958.0000,-331035.0000,0.0000,"N","N",4857871.0000,6937993.0000,11795864.0000,3299150.0000,27288231.0000,26851393.0000,9.8399170690104465e-01,27937925.0000,27134933.0000,9.7125799428554549e-01,7.6340000000000000e+03,"Aa2","Aa2",1.7750000000000000e+01,928246114.0000,1373322266.3300,5.0000000000000000e+00,4.3271767810026382e-02,2.9340000000000000e+01,1.2405999999999999e+03
"MIDDLEFIELD",83,82,"M",6775062.0000,5131276.0000,11906338.0000,495498.0000,0.0000,0.0000,0.0000,270455.0000,1771749.0000,1501294.0000,1771749.0000,"N",2530552.0000,13794575.0000,16721474.0000,12323644.0000,486126.0000,16345910.0000,272114.0000,272114.0000,717309.0000,717309.0000,-69631.0000,-22386.0000,-69631.0000,0.0000,"N","N",3278514.0000,2650392.0000,5928906.0000,352399.0000,13775104.0000,13549440.0000,9.8361798212194984e-01,14081391.0000,13696996.0000,9.7270191559910524e-01,4.4070000000000000e+03,,,1.2699999999999999e+01,405401780.0000,583065960.4400,7.0000000000000000e+00,4.4524669073405534e-02,3.3920000000000002e+01,6.3807000000000005e+02
"MIDDLETOWN",84,83,"M",267645000.0000,83008000.0000,351942000.0000,4215000.0000,0.0000,0.0000,0.0000,4741000.0000,26567000.0000,21826000.0000,26567000.0000,"N",34947000.0000,106476000.0000,150822000.0000,82531000.0000,15190000.0000,135279000.0000,553000.0000,5840000.0000,14680000.0000,14680000.0000,1416000.0000,-1554000.0000,6703000.0000,0.0000,"N","N",,90559000.0000,90559000.0000,0.0000,115463000.0000,112779000.0000,9.7675445813810480e-01,120099000.0000,114515000.0000,9.5350502502102430e-01,4.6756000000000000e+04,"Aa2","Aa2",4.0899999999999999e+01,3303791940.0000,4721863368.5800,4.4400000000000000e+02,5.6104851690043686e-02,3.2700000000000003e+01,5.1168500000000004e+03
"MILFORD",85,84,"NH",174139000.0000,83452000.0000,90967000.0000,-4134000.0000,21000.0000,0.0000,1055000.0000,7696000.0000,25108000.0000,16336000.0000,25087000.0000,"N",24254000.0000,171858000.0000,206362000.0000,119634000.0000,15832000.0000,203465000.0000,0.0000,17939000.0000,1264000.0000,18576000.0000,1633000.0000,-1026000.0000,2260000.0000,0.0000,"N","N",,156869000.0000,156869000.0000,37817000.0000,173188000.0000,169954000.0000,9.8132665080721526e-01,179574000.0000,171194000.0000,9.5333400158152071e-01,5.3592000000000000e+04,"Aa1","Aa1",2.2559999999999999e+01,6405660627.0000,9270938632.2100,1.1800000000000000e+02,4.9242551476268853e-02,2.7219999999999999e+01,6.3752399999999998e+03
"MONROE",86,85,"F",43135174.0000,73315.0000,44574429.0000,1294244.0000,219005.0000,801126.0000,0.0000,810881.0000,8041078.0000,6210066.0000,7020947.0000,"Y",12698512.0000,71851017.0000,85564931.0000,58009142.0000,5920481.0000,84446203.0000,409400.0000,409400.0000,926987.0000,926987.0000,601141.0000,919722.0000,601141.0000,0.0000,"N","Y",,46025297.0000,46025297.0000,5803711.0000,71651461.0000,70803834.0000,9.8817013654473840e-01,72467854.0000,71342414.0000,9.8446980367322590e-01,1.9833000000000000e+04,"Aa2","Aa2",2.6129999999999999e+01,2311419040.0000,3118165180.9300,8.0000000000000000e+00,4.9716187120767273e-02,3.1010000000000002e+01,3.3676500000000001e+03
"MONTVILLE",87,86,"NL",57407519.0000,11416180.0000,68989175.0000,3898484.0000,90287.0000,90867.0000,142396.0000,1431291.0000,10511379.0000,8756538.0000,10330225.0000,"N",22515758.0000,36712292.0000,61968684.0000,41507886.0000,4341488.0000,61078513.0000,10000.0000,193772.0000,395356.0000,395356.0000,504815.0000,648654.0000,688587.0000,0.0000,"N","N",,37769029.0000,37769029.0000,4751059.0000,36794710.0000,35912024.0000,9.7601051890339674e-01,38528146.0000,36309953.0000,9.4242668723275702e-01,1.9396000000000000e+04,"Aa3","Aa3",4.2009999999999998e+01,1245545408.0000,1824269015.9600,8.0000000000000000e+01,6.1463207145895364e-02,2.9370000000000001e+01,2.4705500000000002e+03
"MORRIS",88,87,"L",5156997.0000,2290389.0000,7729669.0000,37803.0000,0.0000,0.0000,0.0000,250000.0000,1778789.0000,1528789.0000,1778789.0000,"N",736549.0000,7793553.0000,8734565.0000,6135775.0000,0.0000,8535398.0000,0.0000,0.0000,150000.0000,150000.0000,49167.0000,78903.0000,49167.0000,0.0000,"N","N",637433.0000,0.0000,637433.0000,297422.0000,7734679.0000,7689651.0000,9.9417842679702673e-01,7842050.0000,7755283.0000,9.8893567370776769e-01,2.2930000000000000e+03,,,1.7190000000000001e+01,350388817.0000,461875974.4400,1.0000000000000000e+01,4.3963712491277042e-02,2.2379999999999999e+01,3.1785000000000002e+02
"NAUGATUCK",89,88,"NH",153926812.0000,-84376104.0000,72232966.0000,19827555.0000,0.0000,0.0000,0.0000,1463043.0000,15192488.0000,13729445.0000,15192488.0000,"N",37060076.0000,70618029.0000,113941277.0000,64498577.0000,10071891.0000,114145415.0000,2342221.0000,2981721.0000,2831193.0000,2831193.0000,-693110.0000,1552139.0000,-53610.0000,0.0000,"N","N",,91959590.0000,91959590.0000,28343923.0000,70156534.0000,66150067.0000,9.4289246102152080e-01,81383933.0000,68960775.0000,8.4735122103278049e-01,3.1538000000000000e+04,"Aa2","Aa2",1.6390000000000001e+01,1577315620.0000,2267947623.2600,2.6800000000000000e+02,6.5585168018539974e-02,4.4270000000000003e+01,4.5581899999999996e+03
"NEW BRITAIN",90,89,"H",138868000.0000,-94349000.0000,47830000.0000,-13869000.0000,0.0000,0.0000,0.0000,3666000.0000,14943000.0000,11277000.0000,14943000.0000,"N",103914000.0000,119390000.0000,232946000.0000,138100000.0000,33465000.0000,228633000.0000,2026000.0000,5692000.0000,27000.0000,27000.0000,6312000.0000,-7630000.0000,9978000.0000,0.0000,"N","Y",,248334000.0000,248334000.0000,59729000.0000,120217000.0000,115690000.0000,9.6234309623430958e-01,131187000.0000,117890000.0000,8.9864087142780913e-01,7.2808000000000000e+04,"Baa1","Baa1",1.3340000000000000e+01,2443274834.0000,3598885107.0600,2.5390000000000000e+03,8.1224233488956230e-02,4.9000000000000000e+01,1.1157760000000000e+04
"NEW CANAAN",91,90,"F",112332577.0000,51488216.0000,164920872.0000,2523355.0000,299817.0000,0.0000,0.0000,5826771.0000,30476511.0000,24349923.0000,30176694.0000,"N",12358742.0000,126243008.0000,146759457.0000,90682407.0000,15785034.0000,145372135.0000,756118.0000,1741179.0000,4285851.0000,4285851.0000,-2142411.0000,6256788.0000,-1157350.0000,0.0000,"N","N",,123671098.0000,123671098.0000,0.0000,125351665.0000,125033642.0000,9.9746295352359304e-01,126458468.0000,125926198.0000,9.9579095011652363e-01,2.0387000000000000e+04,"Aaa","Aaa",2.2129999999999999e+01,8038341746.0000,11483498208.5700,2.1000000000000000e+01,4.2604116802297753e-02,1.5542000000000000e+01,4.2536899999999996e+03
"NEW FAIRFIELD",92,91,"F",72459847.0000,13471791.0000,87816993.0000,2457491.0000,6036.0000,0.0000,0.0000,1370144.0000,7267470.0000,5891290.0000,7261434.0000,"N",9003763.0000,44370542.0000,56224106.0000,35540155.0000,2824846.0000,54865530.0000,0.0000,1960000.0000,1337487.0000,3297487.0000,21089.0000,94983.0000,21089.0000,0.0000,"N","N",,25070000.0000,25070000.0000,971177.0000,44087482.0000,43875705.0000,9.9519643693872106e-01,44324401.0000,43990851.0000,9.9247479960304485e-01,1.4126000000000000e+04,"Aa1","Aa1",2.0460000000000001e+01,1685311490.0000,2336267289.3600,1.6000000000000000e+01,4.5907079646017701e-02,2.6079999999999998e+01,2.5491100000000001e+03
"NEW HARTFORD",93,92,"L",13359082.0000,833140.0000,14832416.0000,-200871.0000,0.0000,17883.0000,0.0000,1069364.0000,3006517.0000,1919270.0000,2988634.0000,"N",5236397.0000,18230946.0000,23794709.0000,18139405.0000,623686.0000,23739666.0000,0.0000,0.0000,508191.0000,508191.0000,-453148.0000,-544273.0000,-453148.0000,0.0000,"N","N",1755840.0000,6279579.0000,8035419.0000,1839558.0000,18082005.0000,17840536.0000,9.8664589463391916e-01,18600461.0000,18072008.0000,9.7158925254594497e-01,6.7640000000000000e+03,"Aa3","Aa3",3.7020000000000003e+01,651286600.0000,930609428.5700,6.0000000000000000e+00,4.6324269889224570e-02,2.7680000000000000e+01,1.0593299999999999e+03
"NEW HAVEN",94,93,"NH",918930231.0000,-717176614.0000,215282599.0000,-27489713.0000,0.0000,0.0000,0.0000,0.0000,1726001.0000,1726001.0000,1726001.0000,"N",248893667.0000,249968781.0000,548594672.0000,214438961.0000,64813409.0000,548208785.0000,0.0000,70953959.0000,1444742.0000,69635892.0000,-1058855.0000,4743602.0000,1703954.0000,0.0000,"Y","Y",,572143498.0000,572143498.0000,646639223.0000,252620573.0000,247382319.0000,9.7926434123003914e-01,259120816.0000,247911665.0000,9.5674160349973580e-01,1.3032200000000000e+05,"Baa1","A3",1.8850000000000001e+01,6104865259.0000,9713317997.8200,4.3420000000000000e+03,7.4741745999594891e-02,4.1549999999999997e+01,1.9121980000000000e+04
"NEW LONDON",95,95,"NL",190740367.0000,-13880657.0000,178342550.0000,-10539905.0000,0.0000,0.0000,0.0000,0.0000,4244989.0000,4244989.0000,4244989.0000,"N",36527698.0000,47439641.0000,88986701.0000,45127644.0000,5749677.0000,82547534.0000,50000.0000,1150000.0000,5663499.0000,5663499.0000,825668.0000,848163.0000,1925668.0000,0.0000,"N","Y",,48821926.0000,48821926.0000,20733032.0000,47694829.0000,46378721.0000,9.7240564590345846e-01,49326813.0000,46980519.0000,9.5243369969999891e-01,2.7179000000000000e+04,,,5.5400000000000000e+00,1256420086.0000,1826592880.0000,6.2800000000000000e+02,8.2704272086271263e-02,3.8000000000000000e+01,3.5949099999999999e+03
"NEW MILFORD",96,96,"L",100392837.0000,51468348.0000,152049956.0000,-3926310.0000,32559.0000,0.0000,316547.0000,3015383.0000,21125748.0000,17761259.0000,21093189.0000,"N",24240229.0000,77087601.0000,106104916.0000,68604228.0000,5533962.0000,103381849.0000,924007.0000,1839696.0000,2947966.0000,2947966.0000,699108.0000,2123770.0000,1614797.0000,0.0000,"N","N",,17838548.0000,17838548.0000,13741533.0000,75922867.0000,74757218.0000,9.8464693120716851e-01,77914047.0000,76098978.0000,9.7670421355471371e-01,2.7276000000000000e+04,"Aa1","Aa1",6.1579999999999998e+01,2895742205.0000,4091911197.7800,7.2000000000000000e+01,4.6903225806451614e-02,2.6300000000000001e+01,4.2914300000000003e+03
"NEWINGTON",97,94,"H",81409000.0000,-10359000.0000,71704000.0000,6342000.0000,0.0000,0.0000,0.0000,5370000.0000,21369000.0000,15999000.0000,21369000.0000,"N",25440000.0000,89177000.0000,116064000.0000,74223000.0000,2343000.0000,110250000.0000,331000.0000,331000.0000,4836000.0000,4836000.0000,1309000.0000,424000.0000,1309000.0000,0.0000,"N","N",,7825000.0000,7825000.0000,48033000.0000,88599000.0000,87879000.0000,9.9187349744353770e-01,89737000.0000,88509000.0000,9.8631556660017605e-01,3.0604000000000000e+04,,,1.3170000000000000e+01,2548042597.0000,3834827701.9800,9.0000000000000000e+01,4.6932247746437915e-02,3.4770000000000003e+01,4.3174099999999999e+03
