Municipality,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Largest Deficit - Individual Enterprise Fund,Largest Deficit - Individual Internal Service Fund,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Total_Net_Pension_Liability,Total_Net_OPEB_Liability,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2018 Population,Moody's_Bond_Ratings_Latest,Date of Latest Moody's Ratings,Moody's_Bond_Ratings_June_2018,area lmt,ACGLFY18,EGL,TFA18 Recipients,empl,ACMR,enrollmt,numbered
"REDDING",,,44516602.0000,10430876.0000,55331221.0000,1535816.0000,2331291.0000,0.0000,0.0000,9830.0000,10936523.0000,8595402.0000,8605232.0000,"N",4731855.0000,46755432.0000,53040517.0000,37797256.0000,3152342.0000,52186707.0000,0.0000,0.0000,60000.0000,60000.0000,793810.0000,836561.0000,793810.0000,0.0000,0.0000,-78.0000,7241224.8322,28599088.0000,35840312.8322,4958634.0000,3301268.0000,46843282.0000,46188039.0000,9.8601201768911073e-01,49707108.0000,46551369.0000,9.3651332521698905e-01,9.1250000000000000e+03,"Aa1","2019-08-20 00:00:00","Aa1",3.1498999999999999e+01,1633037503.0000,2343266694.3900,,3.0603060306030602e-02,"29.62",1.3934200000000001e+03,118
"RIDGEFIELD",,,125424662.0000,115009.0000,125569400.0000,4799565.0000,0.0000,0.0000,0.0000,1843299.0000,15896196.0000,14052897.0000,15896196.0000,"N",20636549.0000,129504590.0000,159346088.0000,111106811.0000,11667328.0000,159788940.0000,110055.0000,110055.0000,1249820.0000,1249820.0000,-1582617.0000,403799.0000,-1582617.0000,0.0000,0.0000,0.0000,,61317525.0000,61317525.0000,0.0000,23824562.0000,129503845.0000,128348447.0000,9.9107827261808323e-01,132335292.0000,128984381.0000,9.7467862918986115e-01,2.5008000000000000e+04,"Aaa","2019-08-20 00:00:00","Aaa",3.4515000000000001e+01,4787140214.0000,7218488531.1900,,3.1613555892766820e-02,"27.21",4.8998299999999999e+03,119
"ROCKY HILL",,,51072118.0000,-21927367.0000,29215543.0000,110374.0000,0.0000,0.0000,0.0000,1567594.0000,6134007.0000,4566413.0000,6134007.0000,"N",13901560.0000,65847448.0000,82187599.0000,48763436.0000,3351784.0000,81562832.0000,0.0000,0.0000,675415.0000,675415.0000,-50648.0000,182067.0000,-50648.0000,0.0000,0.0000,0.0000,,51005613.0000,51005613.0000,1044538.0000,21480462.0000,65812091.0000,65204254.0000,9.9076405276349599e-01,66591518.0000,65567296.0000,9.8461933245011779e-01,2.0145000000000000e+04,,"2019-08-20 00:00:00",,1.3454000000000001e+01,2061636790.0000,3033011923.6500,,3.0682207747685979e-02,"31.60",2.8387199999999998e+03,120
"ROXBURY",,,10256081.0000,4136341.0000,16671433.0000,58105.0000,7217.0000,332526.0000,695540.0000,0.0000,3068664.0000,2033381.0000,2728921.0000,"N",52595.0000,10066460.0000,10577301.0000,7269336.0000,6116.0000,10063267.0000,0.0000,0.0000,459600.0000,459600.0000,54434.0000,312418.0000,54434.0000,0.0000,0.0000,0.0000,155024.9981,6116.0000,161140.9981,0.0000,278832.0000,10034052.0000,9923198.0000,9.8895221990079385e-01,10135102.0000,10010071.0000,9.8766356766809060e-01,2.1600000000000000e+03,,"2019-08-20 00:00:00",,2.6302000000000000e+01,706461680.0000,955603326.6000,,3.0280649926144758e-02,"14.20",2.1719999999999999e+02,121
"SALEM",,,17351515.0000,5976528.0000,23757203.0000,942503.0000,0.0000,35143.0000,0.0000,1028330.0000,4410990.0000,3347517.0000,4375847.0000,"N",4282858.0000,12007172.0000,16671944.0000,11676469.0000,496277.0000,15228441.0000,0.0000,0.0000,838232.0000,838232.0000,605271.0000,983474.0000,605271.0000,0.0000,0.0000,0.0000,,4000886.0000,4000886.0000,0.0000,426941.0000,11926763.0000,11773958.0000,9.8718805764816486e-01,12140785.0000,11908238.0000,9.8084580198067917e-01,4.1230000000000000e+03,"Aa3","2019-08-20 00:00:00","Aa3",2.8919000000000000e+01,368986919.0000,528682784.2900,,3.6847014925373137e-02,"32.20",6.1211000000000001e+02,122
"SALISBURY",,,17036022.0000,7846527.0000,28061577.0000,961811.0000,0.0000,51531.0000,584796.0000,545027.0000,2875306.0000,1693952.0000,2823775.0000,"N",1365885.0000,14066570.0000,16304515.0000,9526853.0000,270634.0000,14166148.0000,0.0000,0.0000,1667986.0000,1667986.0000,470381.0000,243599.0000,470381.0000,0.0000,0.0000,0.0000,1238148.5856,6582711.0000,7820859.5856,92114.0000,0.0000,13937182.0000,13852219.0000,9.9390386090961569e-01,14149396.0000,13973502.0000,9.8756879798968100e-01,3.5980000000000000e+03,,"2019-08-20 00:00:00",,5.7241999999999997e+01,1252318096.0000,1745722541.6600,,2.9745808545159545e-02,"11.10",3.5257999999999998e+02,123
"SCOTLAND",,,11768613.0000,1076484.0000,13024019.0000,-22041.0000,0.0000,0.0000,0.0000,230880.0000,872423.0000,641543.0000,872423.0000,"N",1501736.0000,4432348.0000,6023159.0000,4672198.0000,303180.0000,5942309.0000,0.0000,0.0000,35000.0000,35000.0000,45850.0000,161030.0000,45850.0000,0.0000,0.0000,0.0000,0.0000,2013345.0000,2013345.0000,0.0000,97473.0000,4370387.0000,4303984.0000,9.8480615103422187e-01,4515094.0000,4381957.0000,9.7051290626507447e-01,1.6850000000000000e+03,"A2","2019-08-20 00:00:00","A2",1.8632000000000001e+01,114453985.0000,161579502.5000,,4.0330920372285417e-02,"38.68 / 32.00",2.0513000000000000e+02,124
"SEYMOUR",,,55859612.0000,-39081180.0000,18117127.0000,-3682640.0000,0.0000,0.0000,0.0000,871265.0000,2598909.0000,1727644.0000,2598909.0000,"N",16206958.0000,43866454.0000,61488430.0000,39716984.0000,4448395.0000,63230434.0000,200000.0000,200000.0000,3039396.0000,3039396.0000,-4581400.0000,1110194.0000,-4581400.0000,0.0000,0.0000,-483852.0000,,38146250.0000,38146250.0000,3102889.0000,41661281.0000,43520906.0000,42757440.0000,9.8245748836202995e-01,44898756.0000,43423110.0000,9.6713392237415219e-01,1.6509000000000000e+04,,"2019-08-20 00:00:00",,1.4518000000000001e+01,1200012110.0000,1773770129.8900,,4.2773025219420065e-02,"36.00",2.2516799999999998e+03,125
"SHARON",,,5754488.0000,6629368.0000,12383856.0000,1110359.0000,0.0000,0.0000,569617.0000,25057.0000,3076664.0000,2481990.0000,3076664.0000,"N",824090.0000,11133126.0000,12332058.0000,7288512.0000,817858.0000,11466585.0000,8470.0000,8470.0000,328200.0000,328200.0000,545743.0000,207351.0000,545743.0000,0.0000,0.0000,0.0000,1187632.4198,5591900.0000,6779532.4198,0.0000,0.0000,10956381.0000,10837441.0000,9.8914422563435866e-01,11615422.0000,11041639.0000,9.5060162256696312e-01,2.7030000000000000e+03,,"2019-08-20 00:00:00",,5.8765000000000001e+01,742904228.0000,967765608.1200,,2.8345418589321027e-02,"14.70",1.9700000000000000e+02,126
"SHELTON",,,184635224.0000,-3955529.0000,180724157.0000,4494091.0000,2754112.0000,0.0000,3840811.0000,0.0000,6594923.0000,0.0000,3840811.0000,"N",22554843.0000,104192385.0000,131661519.0000,86427398.0000,10302897.0000,133090116.0000,266962.0000,266962.0000,1651046.0000,1651046.0000,-2812681.0000,-3310340.0000,-2812681.0000,0.0000,0.0000,-4294763.0000,,32714000.0000,32714000.0000,0.0000,0.0000,103546605.0000,102482093.0000,9.8971948911313901e-01,105944068.0000,103428079.0000,9.7625172369254309e-01,4.1097000000000000e+04,"A1","2019-08-20 00:00:00","Aa3",3.0626000000000001e+01,4650687696.0000,6645615451.4300,,4.1407587636298100e-02,"22.21",4.9404799999999996e+03,127
"SHERMAN",,,14704093.0000,4426910.0000,20302433.0000,1167304.0000,0.0000,10750.0000,0.0000,117864.0000,2951395.0000,2822781.0000,2940645.0000,"N",1541510.0000,13926870.0000,16017658.0000,9998075.0000,999401.0000,14545195.0000,0.0000,0.0000,1396248.0000,1396248.0000,76215.0000,647931.0000,76215.0000,0.0000,0.0000,0.0000,,5945000.0000,5945000.0000,0.0000,0.0000,13922298.0000,13855578.0000,9.9520768769638457e-01,13974387.0000,13890322.0000,9.9398435151395192e-01,3.6140000000000000e+03,"Aa2","2019-08-20 00:00:00","Aa2",2.1891999999999999e+01,684625928.0000,1014614866.6300,,3.0530262453133370e-02,"20.33",4.4186000000000001e+02,128
"SIMSBURY",,,104065426.0000,6760932.0000,110826358.0000,3316998.0000,61835.0000,0.0000,385000.0000,1967056.0000,16794113.0000,14380222.0000,16732278.0000,"N",20111696.0000,87613101.0000,110388391.0000,81917402.0000,6153952.0000,106144730.0000,108989.0000,108989.0000,1773472.0000,1773472.0000,2579178.0000,752632.0000,2579178.0000,0.0000,0.0000,-122695.0000,,31278482.0000,31278482.0000,16707637.0000,5960826.0000,87249802.0000,86727571.0000,9.9401453082953706e-01,88171101.0000,87206760.0000,9.8906284497910490e-01,2.4979000000000000e+04,"Aaa","2019-08-20 00:00:00","Aaa",3.3923999999999999e+01,2277854449.0000,3670050776.3000,,2.8301200436522372e-02,"38.76 / 31.00",4.1149700000000003e+03,129
"SOMERS",,,44271097.0000,3521156.0000,49709153.0000,795071.0000,0.0000,0.0000,787237.0000,0.0000,6987962.0000,6200725.0000,6987962.0000,"N",11221878.0000,22499748.0000,34610518.0000,25407430.0000,1944687.0000,34513283.0000,200000.0000,200000.0000,375000.0000,375000.0000,-77765.0000,-628013.0000,-77765.0000,0.0000,0.0000,0.0000,,12024458.0000,12024458.0000,851264.0000,3622700.0000,22534860.0000,22246552.0000,9.8720613307559935e-01,22796195.0000,22441591.0000,9.8444459700401754e-01,1.0834000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",2.8367999999999999e+01,851562910.0000,1281788715.8900,,3.5175879396984924e-02,"25.47",1.4398499999999999e+03,130
"SOUTH WINDSOR",,,149770014.0000,-6915481.0000,142854533.0000,11903115.0000,9307.0000,0.0000,1500000.0000,1293331.0000,14049952.0000,11247314.0000,14040645.0000,"N",26542659.0000,99981359.0000,129676230.0000,85735350.0000,8471185.0000,125069248.0000,54483.0000,448783.0000,2097619.0000,2097619.0000,2563846.0000,959926.0000,2958146.0000,0.0000,0.0000,0.0000,,76502387.0000,76502387.0000,16476709.0000,6864529.0000,99320302.0000,98275075.0000,9.8947619994147817e-01,102224497.0000,99180060.0000,9.7021812687422659e-01,2.6054000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",2.8062999999999999e+01,2601659925.0000,3912083492.7300,,3.4211259754738016e-02,"38.08 / 37.00",4.3864799999999996e+03,131
"SOUTHBURY",,,87242836.0000,22541329.0000,109784165.0000,5995089.0000,244089.0000,0.0000,230986.0000,6658715.0000,11757697.0000,4623907.0000,11513608.0000,"N",4591336.0000,62738339.0000,69256203.0000,45944867.0000,1197825.0000,63101078.0000,156228.0000,156228.0000,4159673.0000,4159673.0000,2151680.0000,1395681.0000,2151680.0000,0.0000,0.0000,0.0000,6412462.3998,4375000.0000,10787462.3998,4493896.0000,0.0000,62390623.0000,61828636.0000,9.9099244448961510e-01,63211716.0000,62143172.0000,9.8309579192566132e-01,1.9656000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",3.8991999999999997e+01,2130144963.0000,3307258040.4700,,3.9499368469399471e-02,"29.30",2.4522500000000000e+03,132
"SOUTHINGTON",,,172521000.0000,-19188000.0000,154059000.0000,3100000.0000,25000.0000,0.0000,0.0000,2222000.0000,24953000.0000,22706000.0000,24928000.0000,"N",38324000.0000,121570000.0000,164995000.0000,111170000.0000,12375000.0000,158509000.0000,329000.0000,329000.0000,4869000.0000,4869000.0000,1946000.0000,2492000.0000,1946000.0000,0.0000,0.0000,0.0000,,119417000.0000,119417000.0000,13483000.0000,38475000.0000,120887000.0000,119709000.0000,9.9025536244592061e-01,123062000.0000,120956000.0000,9.8288667500934490e-01,4.3807000000000000e+04,,"2019-08-20 00:00:00",,3.5911999999999999e+01,3945816817.0000,5818674670.2300,,3.5420364692593187e-02,"30.48",6.5274899999999998e+03,133
"SPRAGUE",,,20223556.0000,-1077621.0000,19377111.0000,1255640.0000,32346.0000,0.0000,0.0000,16766.0000,-1084244.0000,-1133356.0000,-1116590.0000,"N",3998360.0000,5435310.0000,9562498.0000,8056488.0000,3609600.0000,10888960.0000,121681.0000,121681.0000,20500.0000,20500.0000,-1225281.0000,-40718.0000,-1225281.0000,0.0000,0.0000,0.0000,,9483320.0000,9483320.0000,0.0000,604903.0000,5169457.0000,5051670.0000,9.7721482159538231e-01,5362826.0000,5162390.0000,9.6262492946815725e-01,2.8890000000000000e+03,"Baa3","2019-08-20 00:00:00","Baa2",1.3249000000000001e+01,173934720.0000,272333312.4200,,4.4417026526835289e-02,"32.00",4.5600000000000000e+02,134
"STAFFORD",,,85547454.0000,-2131031.0000,87353529.0000,-2347170.0000,0.0000,0.0000,1214140.0000,497610.0000,7044633.0000,5332883.0000,7044633.0000,"N",15135353.0000,26553111.0000,43257962.0000,31619806.0000,1866867.0000,43368479.0000,382485.0000,5900485.0000,124828.0000,6114828.0000,147140.0000,598713.0000,-324860.0000,0.0000,0.0000,0.0000,,33178442.0000,33178442.0000,9166432.0000,3760320.0000,26464325.0000,25825174.0000,9.7584858106148564e-01,27566258.0000,26301739.0000,9.5412801403803160e-01,1.1884000000000000e+04,"A1","2019-08-20 00:00:00","A1",5.8036000000000001e+01,777532862.0000,1189185893.2900,,4.1708614986336830e-02,"33.93",1.5566700000000001e+03,135
"STERLING",,,23455263.0000,4487734.0000,28211714.0000,-563421.0000,0.0000,24342.0000,0.0000,0.0000,3525807.0000,3501465.0000,3501465.0000,"N",4181683.0000,7128651.0000,11637844.0000,9189562.0000,841275.0000,11856202.0000,10200.0000,10200.0000,653888.0000,653888.0000,-862046.0000,128733.0000,-862046.0000,0.0000,0.0000,0.0000,,6085000.0000,6085000.0000,0.0000,384125.0000,7130350.0000,6917970.0000,9.7021464584487438e-01,7269986.0000,7018936.0000,9.6546760887847649e-01,3.7800000000000000e+03,"A1","2019-08-20 00:00:00","A1",2.7219999999999999e+01,225161356.0000,343901639.8000,,4.9901185770750991e-02,"31.80",5.2865999999999997e+02,137
"STONINGTON",,,91526714.0000,32378538.0000,126131292.0000,13968887.0000,0.0000,0.0000,0.0000,3917866.0000,17946471.0000,14028605.0000,17946471.0000,"N",8900389.0000,61609175.0000,74104634.0000,43386381.0000,7746945.0000,68936496.0000,45000.0000,45000.0000,3791032.0000,3791032.0000,1422106.0000,1335026.0000,1422106.0000,0.0000,0.0000,0.0000,,76377914.0000,76377914.0000,4174076.0000,3698037.0000,61137740.0000,60734560.0000,9.9340538266543710e-01,61696126.0000,61220305.0000,9.9228766811063629e-01,1.8449000000000000e+04,"Aa1","2019-08-20 00:00:00","Aa1",3.8655999999999999e+01,2647816872.0000,3905088640.0400,,3.3319788703778955e-02,"22.98",2.1915100000000002e+03,138
"SUFFIELD",,,94410982.0000,1633165.0000,96851570.0000,150609.0000,0.0000,0.0000,350000.0000,2230572.0000,9977885.0000,7397313.0000,9977885.0000,"N",17399353.0000,40320629.0000,60927079.0000,39968226.0000,2809804.0000,58051818.0000,365659.0000,365659.0000,2950423.0000,2950423.0000,290497.0000,-624191.0000,290497.0000,0.0000,0.0000,-921767.0000,,19843492.0000,19843492.0000,10733728.0000,6552726.0000,40247137.0000,39820718.0000,9.8940498550244704e-01,41058803.0000,40094662.0000,9.7651804413294752e-01,1.5743000000000000e+04,,"2019-08-20 00:00:00",,4.2262999999999998e+01,1384922405.0000,2056960887.1400,,3.4135495684017789e-02,"28.89",2.1353499999999999e+03,140
"THOMASTON",,,38688922.0000,-26102210.0000,13371574.0000,-486136.0000,0.0000,0.0000,0.0000,100000.0000,3602786.0000,3502786.0000,3602786.0000,"N",8784064.0000,19357281.0000,28663039.0000,17408200.0000,3186724.0000,25320891.0000,15000.0000,15000.0000,3386268.0000,3386268.0000,-29120.0000,189317.0000,-29120.0000,0.0000,0.0000,0.0000,,27040744.0000,27040744.0000,3383100.0000,26467762.0000,19320944.0000,19036595.0000,9.8528286195539927e-01,19667762.0000,19212871.0000,9.7687123730702052e-01,7.5600000000000000e+03,"Aa3","2019-08-20 00:00:00","Aa3",1.1968999999999999e+01,547129088.0000,783973368.5700,,3.8147138964577658e-02,"35.05",9.9034000000000003e+02,141
"THOMPSON",,,28771595.0000,3452499.0000,35378878.0000,867218.0000,0.0000,26490.0000,0.0000,563196.0000,2984684.0000,2394998.0000,2958194.0000,"N",10899626.0000,16313319.0000,28102293.0000,21349727.0000,1170416.0000,27600969.0000,221780.0000,429776.0000,1218009.0000,1218009.0000,-494905.0000,886647.0000,-286909.0000,0.0000,0.0000,0.0000,,11043351.0000,11043351.0000,710807.0000,2063968.0000,16122016.0000,15809394.0000,9.8060900076020274e-01,16943006.0000,16023170.0000,9.4570998794428807e-01,9.3950000000000000e+03,,"2019-08-20 00:00:00",,4.6902999999999999e+01,601937944.0000,977570036.2300,,3.9733840304182512e-02,"27.00",1.0428199999999999e+03,142
"TOLLAND",,,68793985.0000,22957775.0000,92064823.0000,396505.0000,0.0000,0.0000,46580.0000,2363364.0000,10730425.0000,8320481.0000,10730425.0000,"N",18332893.0000,44200499.0000,63412253.0000,46931133.0000,5429296.0000,63099649.0000,473561.0000,473561.0000,79578.0000,79578.0000,706587.0000,1081399.0000,706587.0000,0.0000,0.0000,0.0000,,47541771.0000,47541771.0000,0.0000,3739622.0000,44114882.0000,43699966.0000,9.9059464785602280e-01,44725671.0000,44088482.0000,9.8575339428669495e-01,1.4655000000000000e+04,,"2019-08-20 00:00:00",,3.9627000000000002e+01,1267721487.0000,1852817304.2700,,3.0313548536387829e-02,"34.48",2.5540000000000000e+03,143
"TORRINGTON",,,79301882.0000,-143552425.0000,-59018765.0000,-3810852.0000,0.0000,0.0000,0.0000,428215.0000,14164554.0000,13736339.0000,14164554.0000,"Y",42061088.0000,88862864.0000,137282421.0000,87175501.0000,3389032.0000,137280236.0000,1200000.0000,1200000.0000,461740.0000,461740.0000,740445.0000,11127197.0000,740445.0000,0.0000,0.0000,-351603.0000,,16793869.0000,16793869.0000,45899880.0000,118791567.0000,88862864.0000,88862864.0000,1.0000000000000000e+00,88862864.0000,88862864.0000,1.0000000000000000e+00,3.4228000000000000e+04,"Aa3","2019-08-20 00:00:00","Aa3",3.9753999999999998e+01,1955861270.0000,2754467636.1600,,4.6990716595389587e-02,"45.75 / 39.00",4.4468000000000002e+03,144
"TRUMBULL",,,145161727.0000,-94725222.0000,50605179.0000,8237806.0000,0.0000,0.0000,141560.0000,1697731.0000,24033429.0000,22194138.0000,24033429.0000,"N",27971729.0000,155448892.0000,190404397.0000,127474357.0000,12724677.0000,189664400.0000,1038462.0000,1132957.0000,0.0000,0.0000,1778459.0000,1505980.0000,1872954.0000,0.0000,0.0000,-446499.0000,,89134770.0000,89134770.0000,68975375.0000,32446317.0000,154240400.0000,152618250.0000,9.8948297592589229e-01,156806266.0000,154386818.0000,9.8457046352981836e-01,3.5802000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",2.3323000000000000e+01,4654720629.0000,7035069969.5400,,3.7520844913841021e-02,"33.39 / 32.00",6.5420900000000001e+03,145
"UNION",,,6392633.0000,708216.0000,7188613.0000,-38916.0000,0.0000,0.0000,0.0000,170000.0000,509501.0000,339501.0000,509501.0000,"N",661991.0000,2818202.0000,3528913.0000,2286185.0000,272438.0000,3500258.0000,78427.0000,78427.0000,45261.0000,45261.0000,61821.0000,43064.0000,61821.0000,0.0000,0.0000,0.0000,,2263715.0000,2263715.0000,0.0000,0.0000,2785897.0000,2759449.0000,9.9050646883212123e-01,2862308.0000,2798568.0000,9.7773125743281297e-01,8.4000000000000000e+02,,"2019-08-20 00:00:00",,2.8795999999999999e+01,90522627.0000,130830403.2200,,2.5862068965517241e-02,"30.84",9.0000000000000000e+01,146
"VERNON",,,126560421.0000,-39520431.0000,91520891.0000,6050449.0000,558850.0000,0.0000,0.0000,2149417.0000,21353747.0000,18645480.0000,20794897.0000,"N",25360411.0000,70116452.0000,98798157.0000,59077409.0000,5602287.0000,94079011.0000,133003.0000,133003.0000,2706508.0000,2706508.0000,2145641.0000,2247850.0000,2145641.0000,0.0000,0.0000,-1660809.0000,,45476718.0000,45476718.0000,52562864.0000,7352901.0000,70400141.0000,69399587.0000,9.8578761369242140e-01,71731782.0000,70008361.0000,9.7597409471857255e-01,2.9303000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",1.7699000000000002e+01,1794830544.0000,2564921991.4300,,3.9668002289639383e-02,"38.71",3.4113299999999999e+03,147
"VOLUNTOWN",,,9822770.0000,2704465.0000,12527235.0000,44579.0000,0.0000,0.0000,0.0000,0.0000,1359420.0000,1359420.0000,1359420.0000,"N",3378157.0000,5979402.0000,9514325.0000,7708886.0000,0.0000,9164519.0000,0.0000,0.0000,1076999.0000,1076999.0000,-727193.0000,331176.0000,-727193.0000,0.0000,0.0000,0.0000,,178355.0000,178355.0000,0.0000,0.0000,6017720.0000,5833897.0000,9.6945304866294879e-01,6257837.0000,5923302.0000,9.4654143276662528e-01,2.5350000000000000e+03,,"2019-08-20 00:00:00",,3.8960999999999999e+01,202824520.0000,277880670.3600,,3.6388140161725070e-02,"29.45",3.6262000000000000e+02,148
"WALLINGFORD",,,208230000.0000,-56940000.0000,152756000.0000,-9384000.0000,142000.0000,0.0000,2333000.0000,6680000.0000,26281000.0000,17126000.0000,26139000.0000,"N",46087000.0000,121325000.0000,176274000.0000,120820000.0000,4556000.0000,178632000.0000,3019000.0000,3019000.0000,2210000.0000,2210000.0000,-1549000.0000,-1420000.0000,-1549000.0000,0.0000,0.0000,-311000.0000,,27395000.0000,27395000.0000,47335000.0000,32542000.0000,120824000.0000,119173000.0000,9.8633549625902139e-01,124662000.0000,120357000.0000,9.6546662174519904e-01,4.4535000000000000e+04,"Aa1","2019-08-20 00:00:00","Aaa",3.9039999999999999e+01,4217091818.0000,6207709482.3700,,3.5192285790212975e-02,"28.55",5.8174099999999999e+03,149
"WARREN",,,4626283.0000,2571320.0000,7519705.0000,138155.0000,465.0000,0.0000,62194.0000,11817.0000,2158105.0000,2083629.0000,2157640.0000,"N",44344.0000,5247698.0000,5554987.0000,3326649.0000,221813.0000,5264221.0000,0.0000,0.0000,156689.0000,156689.0000,134077.0000,-35098.0000,134077.0000,0.0000,0.0000,0.0000,520970.2072,1800000.0000,2320970.2072,339475.0000,0.0000,5242043.0000,5229153.0000,9.9754103505064728e-01,5260753.0000,5247863.0000,9.9754978042116782e-01,1.3990000000000000e+03,"Aa2","2019-08-20 00:00:00","Aa2",2.6309000000000001e+01,362998950.0000,508724538.9500,,3.1055900621118012e-02,"14.50",1.3847000000000000e+02,150
"WASHINGTON",,,20609942.0000,8041005.0000,29359365.0000,4740263.0000,0.0000,668666.0000,348008.0000,791664.0000,6065767.0000,4257429.0000,5397101.0000,"N",59011.0000,16159367.0000,17442039.0000,9858398.0000,0.0000,14842275.0000,0.0000,140000.0000,1857922.0000,1857922.0000,741842.0000,650633.0000,881842.0000,0.0000,0.0000,0.0000,210284.9993,0.0000,210284.9993,193385.0000,0.0000,16049565.0000,15964732.0000,9.9471431157168433e-01,16208862.0000,16084679.0000,9.9233857379993740e-01,3.4340000000000000e+03,,"2019-08-20 00:00:00",,3.8070999999999998e+01,1124673821.0000,1638902438.7700,,2.3992322456813819e-02,"14.25",2.7348000000000002e+02,151
"WATERBURY",,,497446000.0000,-1401570000.0000,-900983000.0000,-695000.0000,0.0000,0.0000,0.0000,3000000.0000,23425000.0000,20425000.0000,23425000.0000,"N",193029000.0000,243479000.0000,455882000.0000,207348000.0000,50407000.0000,405495000.0000,0.0000,0.0000,50052000.0000,50052000.0000,335000.0000,429000.0000,335000.0000,0.0000,0.0000,-1203000.0000,,453294000.0000,453294000.0000,225040000.0000,917661000.0000,241359000.0000,237668000.0000,9.8470742752497320e-01,246120000.0000,239579000.0000,9.7342353323581987e-01,1.0809300000000000e+05,"A2","2019-08-20 00:00:00","A2",2.8518999999999998e+01,4150406224.0000,5928360337.1100,,6.5721068016400847e-02,"60.21 / 37.00",1.8404189999999999e+04,152
"WATERFORD",,,172062777.0000,-11531638.0000,160668553.0000,2137645.0000,158432.0000,0.0000,0.0000,651161.0000,14789151.0000,13979558.0000,14630719.0000,"N",11121482.0000,87828103.0000,101806299.0000,57514171.0000,7428542.0000,96016401.0000,0.0000,0.0000,4594873.0000,4594873.0000,1195025.0000,1671262.0000,1195025.0000,0.0000,0.0000,0.0000,,74485000.0000,74485000.0000,14262138.0000,20720417.0000,87563306.0000,86952222.0000,9.9302123197586900e-01,89155014.0000,87567757.0000,9.8219666030224617e-01,1.8887000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",3.2768000000000001e+01,3239062198.0000,4842942666.8300,,3.5802104849021341e-02,"27.03",2.7938499999999999e+03,153
"WATERTOWN",,,131776291.0000,-70644404.0000,62742644.0000,-6213776.0000,0.0000,0.0000,0.0000,932456.0000,5016819.0000,4084363.0000,5016819.0000,"N",18029819.0000,57033466.0000,77734578.0000,49204235.0000,7110248.0000,79012019.0000,216002.0000,459604.0000,159593.0000,159593.0000,-1221032.0000,-2489465.0000,-977430.0000,0.0000,0.0000,-1248696.0000,,42151897.0000,42151897.0000,11665704.0000,72980453.0000,56615022.0000,55844763.0000,9.8639479465361679e-01,57884476.0000,56583037.0000,9.7751661429914305e-01,2.1641000000000000e+04,"Aa3","2019-08-20 00:00:00","Aa3",2.9006000000000000e+01,1767543891.0000,2734482018.9400,,3.6898109163285613e-02,"31.88",2.8051799999999998e+03,154
"WEST HARTFORD",,,203759000.0000,-334271000.0000,-130430000.0000,-7997000.0000,289000.0000,0.0000,0.0000,500000.0000,26227000.0000,25438000.0000,25938000.0000,"N",57711000.0000,253000000.0000,318431000.0000,194291000.0000,21536000.0000,294758000.0000,3577000.0000,3577000.0000,23568000.0000,23568000.0000,3682000.0000,753000.0000,3682000.0000,0.0000,0.0000,0.0000,,147085000.0000,147085000.0000,252160000.0000,171867000.0000,252998000.0000,251419000.0000,9.9375884394343039e-01,255988000.0000,252997000.0000,9.8831585855586979e-01,6.2939000000000000e+04,"Aaa","2019-08-20 00:00:00","Aaa",2.1837000000000000e+01,6232711742.0000,8907859188.5700,,3.0755964357574016e-02,"41.04 / 32.00",9.9540499999999993e+03,155
