Municipality,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Total_Net_Pension_Liability,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2017 Population,Moody's_Bond_Ratings_June_2017,ACGLFY17,EGL,TANF17 Recipients,empl,enrollmt,numbered,TFA17 Recipients,ACMR
"EAST HARTFORD","43","H",93695000.0000,-216106000.0000,-122270000.0000,-24047000.0000,3652000.0000,0.0000,0.0000,549000.0000,20783000.0000,16582000.0000,17131000.0000,"N",77850000.0000,124038000.0000,214691000.0000,115962000.0000,10332000.0000,209834000.0000,1110000.0000,1110000.0000,2457000.0000,2457000.0000,3510000.0000,977000.0000,3510000.0000,0.0000,,65074000.0000,65074000.0000,179770000.0000,122966000.0000,120381000.0000,9.7897792885838364e-01,126809000.0000,122865000.0000,9.6889810660126652e-01,5.0319000000000000e+04,"Aa2",2733343521.0000,3903976521.4600,7.4900000000000000e+02,5.7303535984709254e-02,7.9673199999999997e+03,42,7.8050000000000000e+02,"45.86 / 37.00"
"ELLINGTON","48","T",63117556.0000,4372058.0000,72042747.0000,5049984.0000,0.0000,0.0000,6379338.0000,3336518.0000,12306210.0000,2590354.0000,12306210.0000,"N",15568276.0000,41134356.0000,58435278.0000,40678815.0000,2726927.0000,58953640.0000,377738.0000,711666.0000,74856.0000,74856.0000,-215480.0000,1174517.0000,118448.0000,0.0000,,20142483.0000,20142483.0000,3877319.0000,40882815.0000,40648318.0000,9.9426416698556597e-01,41356728.0000,40854652.0000,9.8785987131283692e-01,1.6195000000000000e+04,"Aa3",1327621412.0000,1897496888.5700,2.6000000000000000e+01,3.9525272862138389e-02,2.7286799999999998e+03,48,4.4500000000000000e+01,"30.50"
"ENFIELD","49","H",221812143.0000,7021431.0000,229632130.0000,16750528.0000,4430824.0000,0.0000,3836839.0000,2646174.0000,29832618.0000,18918781.0000,25401794.0000,"Y",50100548.0000,89711701.0000,150890015.0000,82705725.0000,7949841.0000,145559717.0000,390517.0000,390517.0000,2476664.0000,2476664.0000,3244151.0000,788000.0000,3244151.0000,0.0000,,64582424.0000,64582424.0000,14056060.0000,89300890.0000,87700848.0000,9.8208257498889429e-01,94353603.0000,89097020.0000,9.4428847619099399e-01,4.4585000000000000e+04,"Aa2",2900655283.0000,4062151475.4300,2.9600000000000000e+02,4.7161721831589780e-02,5.5725500000000002e+03,49,2.5200000000000000e+02,"30.86 / 28.80"
"GLASTONBURY","54","H",229961836.0000,12367183.0000,242337546.0000,953092.0000,218628.0000,0.0000,0.0000,2121442.0000,26655711.0000,24315641.0000,26437083.0000,"N",28305569.0000,142041710.0000,175617200.0000,119957151.0000,10133638.0000,168758390.0000,0.0000,679670.0000,7945000.0000,7945000.0000,-1086190.0000,1355672.0000,-406520.0000,0.0000,,65315197.0000,65315197.0000,51280576.0000,142244077.0000,141459736.0000,9.9448594966804837e-01,142778208.0000,141663576.0000,9.9219326243399830e-01,3.4575000000000000e+04,"Aaa",3915201819.0000,5953139267.9800,6.2000000000000000e+01,3.2513042103599094e-02,6.1284099999999999e+03,54,5.9000000000000000e+01,"36.40 / 34.60"
"GOSHEN","55","L",5598540.0000,3520041.0000,10185994.0000,372607.0000,18220.0000,0.0000,15354.0000,364540.0000,2140447.0000,1742333.0000,2122227.0000,"N",171037.0000,9901288.0000,10313550.0000,7082341.0000,0.0000,9798803.0000,51100.0000,51100.0000,684611.0000,684611.0000,-118764.0000,226966.0000,-118764.0000,0.0000,2059110.7052,0.0000,2059110.7052,89640.0000,9867775.0000,9846323.0000,9.9782605501240151e-01,9925254.0000,9876997.0000,9.9513795818222894e-01,2.8880000000000000e+03,,524683410.0000,747908438.9000,2.0000000000000000e+00,3.6196319018404907e-02,3.5136000000000001e+02,55,7.5000000000000000e+00,"18.70"
"HADDAM","61","M",19347962.0000,7639949.0000,27066637.0000,-142611.0000,0.0000,0.0000,0.0000,0.0000,4686412.0000,4686412.0000,4686412.0000,"N",2488566.0000,28231741.0000,31249248.0000,23682299.0000,315865.0000,29594055.0000,0.0000,0.0000,1770158.0000,1770158.0000,-114965.0000,535430.0000,-114965.0000,0.0000,6897611.1214,8720000.0000,15617611.1214,1384539.0000,28157815.0000,27883240.0000,9.9024871070429288e-01,29295151.0000,28135488.0000,9.6041450682401330e-01,8.2640000000000000e+03,"Aa3",906066345.0000,1295235844.2900,6.0000000000000000e+00,3.5700197238658776e-02,1.2574700000000000e+03,62,9.5000000000000000e+00,"31.20"
"HAMDEN","62","NH",91653116.0000,-626198326.0000,-533752656.0000,-26144057.0000,0.0000,781560.0000,1003034.0000,0.0000,2977763.0000,1193169.0000,2196203.0000,"N",55444646.0000,172050778.0000,235167120.0000,103125849.0000,21737526.0000,238276320.0000,2233583.0000,3126262.0000,0.0000,0.0000,-875617.0000,-2483051.0000,17062.0000,0.0000,,285690000.0000,285690000.0000,303401214.0000,174691530.0000,169536750.0000,9.7049210113392448e-01,179902525.0000,171054419.0000,9.5081722171492589e-01,6.1284000000000000e+04,"Baa1",3861126897.0000,5521880061.4300,4.1700000000000000e+02,4.3313435369338273e-02,6.3453000000000002e+03,63,3.8150000000000000e+02,"45.36 / 37.00"
"HAMPTON","63","W",7343409.0000,1075835.0000,11326683.0000,569100.0000,2651.0000,0.0000,0.0000,210151.0000,1110171.0000,897369.0000,1107520.0000,"N",1838236.0000,3919997.0000,5880731.0000,4059514.0000,881.0000,5488198.0000,46834.0000,55289.0000,157055.0000,157055.0000,282312.0000,262653.0000,290767.0000,0.0000,0.0000,7574.0000,7574.0000,0.0000,3925110.0000,3857204.0000,9.8269959313242172e-01,3989128.0000,3889989.0000,9.7514770145254803e-01,1.8440000000000000e+03,,137754221.0000,212505191.8800,7.0000000000000000e+00,4.7342995169082129e-02,1.7368000000000001e+02,64,1.2000000000000000e+01,"28.50"
"HARTFORD","64","H",903318000.0000,-380721000.0000,602439000.0000,-52446000.0000,0.0000,0.0000,0.0000,583000.0000,5093000.0000,4510000.0000,5093000.0000,"N",327341000.0000,260363000.0000,599914000.0000,344877000.0000,95829000.0000,579579000.0000,5251000.0000,5372000.0000,34745000.0000,34745000.0000,-9159000.0000,-7795000.0000,-9038000.0000,0.0000,,621314000.0000,621314000.0000,428476000.0000,257563000.0000,246355000.0000,9.5648443293485474e-01,301090000.0000,253545000.0000,8.4209040486233355e-01,1.2340000000000000e+05,"Ba2",3699718560.0000,7050499019.1300,4.8770000000000000e+03,8.1886460264838645e-02,2.1336369999999999e+04,65,4.8315000000000000e+03,"74.29 / 37.00"
"HARTLAND","65","H",7661187.0000,2315140.0000,10294868.0000,566833.0000,0.0000,0.0000,0.0000,715362.0000,1240031.0000,524669.0000,1240031.0000,"N",1973011.0000,5155252.0000,7217096.0000,5405040.0000,115495.0000,6988601.0000,20.0000,20.0000,233723.0000,233723.0000,-5208.0000,-97401.0000,-5208.0000,0.0000,,370000.0000,370000.0000,0.0000,5078863.0000,5012227.0000,9.8687974060335948e-01,5289140.0000,5097295.0000,9.6372850784815678e-01,2.1120000000000000e+03,"A1",198192769.0000,283255541.4300,2.0000000000000000e+00,3.8461538461538464e-02,2.6879000000000002e+02,66,2.5000000000000000e+00,"25.50"
"HARWINTON","66","L",17579233.0000,4340095.0000,22236993.0000,-466669.0000,0.0000,0.0000,0.0000,0.0000,3042128.0000,3042128.0000,3042128.0000,"N",3129946.0000,15490423.0000,18970886.0000,13109530.0000,0.0000,18141736.0000,0.0000,0.0000,448633.0000,448633.0000,380517.0000,-251015.0000,380517.0000,0.0000,5400391.5043,0.0000,5400391.5043,569436.0000,15283763.0000,15200928.0000,9.9458019598969183e-01,15441780.0000,15320159.0000,9.9212390022393793e-01,5.4520000000000000e+03,,543039129.0000,746402312.9100,2.0000000000000000e+00,3.6261331666145667e-02,8.1379999999999995e+02,67,1.0000000000000000e+00,"27.80"
"LEBANON","71","NL",32552663.0000,5900340.0000,43146529.0000,1309923.0000,3218.0000,0.0000,0.0000,49526.0000,6023734.0000,5970990.0000,6020516.0000,"N",8221727.0000,18564207.0000,28178184.0000,20857766.0000,636810.0000,24890965.0000,60408.0000,60408.0000,2310363.0000,2310363.0000,1037264.0000,1033243.0000,1037264.0000,0.0000,,1802979.0000,1802979.0000,1007396.0000,18223118.0000,17965903.0000,9.8588523654404259e-01,18773165.0000,18392607.0000,9.7972861795014321e-01,7.2090000000000000e+03,,625150733.0000,898645326.6700,1.2000000000000000e+01,4.6557216368537123e-02,9.7623000000000002e+02,72,1.4000000000000000e+01,"28.90"
"LEDYARD","72","NL",36887375.0000,-4053889.0000,35807987.0000,-1263863.0000,0.0000,0.0000,0.0000,0.0000,3801335.0000,3801335.0000,3801335.0000,"N",22170510.0000,34668601.0000,60171039.0000,37792951.0000,1845342.0000,59149891.0000,581056.0000,737604.0000,2098513.0000,2098513.0000,-496309.0000,387423.0000,-339761.0000,0.0000,,33401648.0000,33401648.0000,6483690.0000,34614907.0000,34190219.0000,9.8773106627153440e-01,35220292.0000,34473672.0000,9.7880142504213197e-01,1.4837000000000000e+04,"Aa2",1089772132.0000,1557080422.8600,5.4000000000000000e+01,3.7578027465667914e-02,2.3143899999999999e+03,73,6.3500000000000000e+01,"31.90"
"LISBON","73","NL",10010141.0000,1823160.0000,12536131.0000,893145.0000,0.0000,36199.0000,0.0000,26383.0000,2211182.0000,2148600.0000,2174983.0000,"N",5225045.0000,8010515.0000,14662165.0000,11012257.0000,1334853.0000,14842566.0000,0.0000,765000.0000,388934.0000,388934.0000,-569335.0000,-165454.0000,195665.0000,0.0000,,2295000.0000,2295000.0000,492619.0000,7647714.0000,7541296.0000,9.8608499219505330e-01,7930442.0000,7657433.0000,9.6557455435649109e-01,4.2740000000000000e+03,"Aa3",370584306.0000,541196237.9800,1.6000000000000000e+01,5.0568900126422248e-02,5.6160000000000002e+02,74,1.7000000000000000e+01,"20.50"
"LITCHFIELD","74","L",47383954.0000,10509360.0000,57903712.0000,3739606.0000,85313.0000,0.0000,311373.0000,45386.0000,5522077.0000,5080005.0000,5436764.0000,"N",5135647.0000,27879012.0000,33708872.0000,22078393.0000,3631294.0000,33489731.0000,0.0000,597975.0000,25000.0000,25000.0000,194141.0000,-43039.0000,792116.0000,0.0000,,25223000.0000,25223000.0000,3392626.0000,27729272.0000,27415497.0000,9.8868434050486431e-01,28283144.0000,27708426.0000,9.7967984040246725e-01,8.1680000000000000e+03,"Aa2",1031893928.0000,1422154128.9600,1.3000000000000000e+01,3.8203190596137700e-02,9.3515999999999997e+02,75,1.3500000000000000e+01,"26.70"
"MANCHESTER","77","H",101085000.0000,-30049000.0000,73797000.0000,-361000.0000,102000.0000,0.0000,0.0000,2606000.0000,24774000.0000,22066000.0000,24672000.0000,"N",57402000.0000,139728000.0000,202901000.0000,133514000.0000,11650000.0000,198524000.0000,1230000.0000,5940000.0000,4869000.0000,9549000.0000,738000.0000,3395000.0000,768000.0000,0.0000,,98680000.0000,98680000.0000,48846000.0000,143323000.0000,140888000.0000,9.8301040307557053e-01,147875000.0000,142804000.0000,9.6570752324598474e-01,5.7932000000000000e+04,"Aa1",3944803409.0000,5549612279.4100,6.0400000000000000e+02,4.5618720976113150e-02,7.4660799999999999e+03,78,6.7150000000000000e+02,"39.68 / 37.00"
"MERIDEN","80","NH",288360290.0000,-193063302.0000,96658256.0000,-7746116.0000,139371.0000,932863.0000,419991.0000,0.0000,18331584.0000,16839359.0000,17259350.0000,"N",85353221.0000,124070787.0000,215391371.0000,121738848.0000,14758966.0000,214883398.0000,684045.0000,684045.0000,1005729.0000,1005729.0000,186289.0000,476725.0000,186289.0000,0.0000,,169662602.0000,169662602.0000,143438467.0000,123323652.0000,120721440.0000,9.7889932743801655e-01,131148103.0000,122944237.0000,9.3744578981824844e-01,5.9927000000000000e+04,,3225472700.0000,4482937774.6000,1.1340000000000000e+03,5.6028169891869997e-02,8.7997900000000009e+03,81,1.0195000000000000e+03,"37.47 / 37.00"
"MIDDLEFIELD","82","M",7754186.0000,5863411.0000,13617597.0000,732844.0000,0.0000,0.0000,339400.0000,0.0000,2219201.0000,1879801.0000,2219201.0000,"N",2557103.0000,13807595.0000,16702355.0000,12085988.0000,486126.0000,15923684.0000,238770.0000,238770.0000,650506.0000,650506.0000,366935.0000,80517.0000,366935.0000,0.0000,2410292.1172,1789740.0000,4200032.1172,423294.0000,13665986.0000,13442057.0000,9.8361413512351026e-01,14053539.0000,13626395.0000,9.6960594765489316e-01,4.3930000000000000e+03,,413399810.0000,597503925.6600,6.0000000000000000e+00,3.7539936102236424e-02,6.0408000000000004e+02,83,6.5000000000000000e+00,"32.84 / 32.00"
"MIDDLETOWN","83","M",263979000.0000,65712000.0000,331000000.0000,-10398000.0000,0.0000,0.0000,0.0000,6230000.0000,30941000.0000,24711000.0000,30941000.0000,"N",45596000.0000,109846000.0000,166355000.0000,93117000.0000,16127000.0000,151716000.0000,521000.0000,3383000.0000,14889000.0000,14889000.0000,271000.0000,1241000.0000,3133000.0000,0.0000,,92642000.0000,92642000.0000,0.0000,119420000.0000,116365000.0000,9.7441802043208847e-01,125015000.0000,118182000.0000,9.4534255889293284e-01,4.6478000000000000e+04,"Aa2",3328681459.0000,4904971237.2000,4.2700000000000000e+02,4.6246315225297652e-02,4.9830400000000000e+03,84,4.1600000000000000e+02,"33.30"
"MONROE","85","F",51511189.0000,-2505269.0000,50036296.0000,2532499.0000,95242.0000,388966.0000,0.0000,2008743.0000,12456885.0000,9963934.0000,11972677.0000,"N",18329619.0000,75225166.0000,95953805.0000,65452558.0000,6396328.0000,93066601.0000,177788.0000,8216900.0000,482000.0000,8399578.0000,2582992.0000,1711281.0000,2704526.0000,0.0000,,37713338.0000,37713338.0000,6668484.0000,75013051.0000,74237134.0000,9.8965623995216512e-01,76029066.0000,74865446.0000,9.8469506385886685e-01,1.9635000000000000e+04,"Aa2",2153311392.0000,3114308718.5200,7.0000000000000000e+00,4.6776107594936708e-02,3.2463099999999999e+03,86,1.1500000000000000e+01,"35.00 / 32.00"
"NAUGATUCK","88","NH",157235319.0000,-248188730.0000,-87534317.0000,-440592.0000,0.0000,0.0000,0.0000,1399564.0000,12677659.0000,11278095.0000,12677659.0000,"N",43233350.0000,76511539.0000,125496449.0000,70427642.0000,11673065.0000,123907284.0000,1484339.0000,1753819.0000,2894051.0000,2894051.0000,179453.0000,-2963762.0000,448933.0000,0.0000,,102794581.0000,102794581.0000,38550679.0000,74955066.0000,71126468.0000,9.4892142447049543e-01,88207874.0000,74572511.0000,8.4541784784428653e-01,3.1461000000000000e+04,"Aa3",1598980201.0000,2309625442.2600,2.1500000000000000e+02,5.4366018352859702e-02,4.5295299999999997e+03,89,2.5050000000000000e+02,"47.67 / 37.00"
"NEW BRITAIN","89","H",118980000.0000,-47898000.0000,74474000.0000,-3188000.0000,0.0000,0.0000,0.0000,17294000.0000,36132000.0000,18838000.0000,36132000.0000,"N",122745000.0000,124302000.0000,256655000.0000,154308000.0000,23760000.0000,258157000.0000,2359000.0000,9311000.0000,77000.0000,77000.0000,780000.0000,13457000.0000,7732000.0000,0.0000,,280716000.0000,280716000.0000,82470000.0000,122594000.0000,119252000.0000,9.7273928577255009e-01,136056000.0000,122736000.0000,9.0209913565002642e-01,7.2710000000000000e+04,"Baa1",2481187779.0000,3659454404.9000,2.4150000000000000e+03,6.4006106204339761e-02,1.1341260000000000e+04,90,2.4640000000000000e+03,"50.50 / 37.00"
"NEW HAVEN","93","NH",1024694383.0000,-854616649.0000,182869478.0000,-32613139.0000,369575.0000,0.0000,0.0000,0.0000,-3394360.0000,-3763935.0000,-3763935.0000,"N",282531510.0000,252389650.0000,582957198.0000,246051060.0000,83736016.0000,598960970.0000,0.0000,88642886.0000,381936.0000,78057079.0000,-16385708.0000,297604.0000,-5417965.0000,0.0000,,583315501.0000,583315501.0000,777124811.0000,251492664.0000,246609814.0000,9.8058452313344613e-01,258423719.0000,247639398.0000,9.5826884218781794e-01,1.3101400000000000e+05,"Baa1",6078126767.0000,10248531793.2400,4.0970000000000000e+03,6.0003397001374241e-02,1.9343380000000001e+04,94,3.9625000000000000e+03,"41.55 / 37.00"
"NEW LONDON","95","NL",183551413.0000,-45112183.0000,140964884.0000,14512688.0000,0.0000,0.0000,0.0000,0.0000,8216487.0000,8216487.0000,8216487.0000,"N",40325059.0000,52113656.0000,98849564.0000,50532300.0000,7107921.0000,89497760.0000,25000.0000,25000.0000,5910800.0000,5910800.0000,3466004.0000,505494.0000,3466004.0000,0.0000,,52460771.0000,52460771.0000,23307019.0000,52309151.0000,51370348.0000,9.8205279607768825e-01,53717351.0000,52167453.0000,9.7114716248759181e-01,2.7072000000000000e+04,,1296673954.0000,1850395190.8100,5.3200000000000000e+02,6.3333882391698237e-02,3.6705400000000000e+03,95,5.3700000000000000e+02,"40.46 / 37.00"
"NEWTOWN","97","F",229166050.0000,5817977.0000,248332946.0000,3368323.0000,0.0000,0.0000,0.0000,963885.0000,13265184.0000,12301299.0000,13265184.0000,"N",16585900.0000,103098824.0000,122483989.0000,81899663.0000,9428266.0000,120851086.0000,225000.0000,225000.0000,905009.0000,905009.0000,952894.0000,1005367.0000,952894.0000,0.0000,,66965653.0000,66965653.0000,16518674.0000,102847280.0000,102196864.0000,9.9367590470063960e-01,104405837.0000,102563627.0000,9.8235529685950418e-01,2.7965000000000000e+04,"Aa1",3085990418.0000,4507343812.9200,1.5000000000000000e+01,3.8670908448214913e-02,4.5354600000000000e+03,98,1.6000000000000000e+01,"33.60"
"NORTH CANAAN","100","L",9240272.0000,3531651.0000,13714120.0000,770392.0000,0.0000,0.0000,0.0000,0.0000,1718960.0000,1718960.0000,1718960.0000,"N",3051929.0000,8998609.0000,12222980.0000,8963975.0000,227858.0000,11341514.0000,0.0000,0.0000,262970.0000,262970.0000,618496.0000,130895.0000,618496.0000,0.0000,1010227.1434,636280.0000,1646507.1434,0.0000,8976537.0000,8702479.0000,9.6946951814491489e-01,9506462.0000,8876055.0000,9.3368647557840134e-01,3.2790000000000000e+03,,319365915.0000,434299950.1200,3.0000000000000000e+00,3.6676217765042977e-02,3.9719999999999999e+02,101,1.5000000000000000e+00,"27.50"
"NORTH STONINGTON","102","NL",5558109.0000,7863298.0000,13906566.0000,990751.0000,31550.0000,0.0000,0.0000,395155.0000,2984470.0000,2557765.0000,2952920.0000,"N",6763334.0000,14225132.0000,21474414.0000,15156314.0000,304532.0000,19725480.0000,15971.0000,15971.0000,894417.0000,894417.0000,870488.0000,-61028.0000,870488.0000,0.0000,,0.0000,0.0000,0.0000,14013046.0000,13706986.0000,9.7815892419107164e-01,14623316.0000,13897645.0000,9.5037575608705982e-01,5.2700000000000000e+03,,512858405.0000,732984049.2900,5.0000000000000000e+00,3.7966101694915252e-02,7.6617999999999995e+02,103,7.0000000000000000e+00,"27.00"
"NORWALK","103","F",331786481.0000,-72753161.0000,260754670.0000,-3357526.0000,102576.0000,0.0000,1326011.0000,2922441.0000,55599775.0000,51248747.0000,55497199.0000,"N",59156603.0000,301211043.0000,375524450.0000,213831291.0000,26867677.0000,371018276.0000,0.0000,0.0000,0.0000,0.0000,4506174.0000,6305972.0000,4506174.0000,0.0000,,219804878.0000,219804878.0000,113087431.0000,307313733.0000,303329078.0000,9.8703391820111075e-01,310701459.0000,304557282.0000,9.8022482089470975e-01,8.9005000000000000e+04,"Aaa",12091830181.0000,19278296085.1600,3.1000000000000000e+02,4.2460662607733062e-02,1.1699070000000000e+04,104,3.6700000000000000e+02,"25.00 / 28.91"
"NORWICH","104","NL",78005000.0000,-24278000.0000,55383000.0000,-4262000.0000,0.0000,0.0000,0.0000,664000.0000,17681000.0000,17017000.0000,17681000.0000,"N",48916000.0000,75168000.0000,128211000.0000,85627000.0000,5871000.0000,125107000.0000,6506000.0000,6506000.0000,6808000.0000,6808000.0000,2802000.0000,4480000.0000,2802000.0000,0.0000,,50105000.0000,50105000.0000,75154000.0000,74367000.0000,72111000.0000,9.6966396385493570e-01,76968000.0000,73442000.0000,9.5418875376779966e-01,3.9470000000000000e+04,"Aa2",1814259662.0000,2707000524.9800,6.9600000000000000e+02,5.0646604710625952e-02,5.2748800000000001e+03,105,6.7050000000000000e+02,"41.22 / 37.00"
"OLD LYME","105","NL",19157888.0000,11709604.0000,30867492.0000,3146991.0000,641325.0000,0.0000,0.0000,696935.0000,9944301.0000,8606041.0000,9302976.0000,"N",695507.0000,33705232.0000,35334150.0000,25565976.0000,336070.0000,33625276.0000,43235.0000,49335.0000,864620.0000,864620.0000,887489.0000,1419860.0000,893589.0000,0.0000,24736278.6988,2455000.0000,27191278.6988,0.0000,33318255.0000,32966245.0000,9.8943492088646301e-01,34054035.0000,33381827.0000,9.8026054768546522e-01,7.4320000000000000e+03,,1575718905.0000,2257046618.4100,7.0000000000000000e+00,3.9480657127715951e-02,1.0620400000000000e+03,106,4.0000000000000000e+00,"21.20"
"ORANGE","107","NH",31289894.0000,-1408415.0000,29908103.0000,919825.0000,13400.0000,0.0000,351550.0000,1161828.0000,12743079.0000,11216301.0000,12729679.0000,"N",6677613.0000,61864719.0000,70349938.0000,46156648.0000,3299223.0000,68792687.0000,346996.0000,346996.0000,411193.0000,411193.0000,1493054.0000,588644.0000,1493054.0000,0.0000,15716213.6302,24360000.0000,40076213.6302,12409791.0000,61593922.0000,61145713.0000,9.9272316187301723e-01,61956809.0000,61461698.0000,9.9200877178810165e-01,1.3997000000000000e+04,"Aa1",1941047430.0000,2821921300.7300,1.8000000000000000e+01,3.4033209825717031e-02,2.2805900000000001e+03,108,2.6500000000000000e+01,"32.20 / 32.00"
"ROCKY HILL","119","H",49808081.0000,-5673933.0000,44204886.0000,7536599.0000,0.0000,0.0000,0.0000,542330.0000,6184655.0000,5642325.0000,6184655.0000,"N",14250686.0000,63824640.0000,80621205.0000,46278174.0000,3417433.0000,77905151.0000,0.0000,0.0000,2533987.0000,2533987.0000,182067.0000,-286283.0000,182067.0000,0.0000,,53355746.0000,53355746.0000,2494343.0000,63539767.0000,63081494.0000,9.9278761912992219e-01,64357152.0000,63597320.0000,9.8819351111124365e-01,2.0105000000000000e+04,,2032707146.0000,3059763411.8800,4.4000000000000000e+01,3.6394997843898234e-02,2.7663800000000001e+03,120,3.3500000000000000e+01,"31.00"
"ROXBURY","120","L",10666704.0000,3811489.0000,16613328.0000,364279.0000,5811.0000,315200.0000,525777.0000,0.0000,3014230.0000,2167442.0000,2693219.0000,"Y",84278.0000,9585179.0000,10116883.0000,6668800.0000,6116.0000,9359965.0000,0.0000,0.0000,444500.0000,444500.0000,312418.0000,215941.0000,312418.0000,0.0000,288180.0148,12232.0000,300412.0148,0.0000,9606249.0000,9520058.0000,9.9102761129760431e-01,9683171.0000,9579394.0000,9.8928274632349256e-01,2.1710000000000000e+03,,700191940.0000,993373055.9300,0.0000000000000000e+00,3.1770045385779121e-02,2.2308000000000001e+02,121,0.0000000000000000e+00,"13.70"
"SALEM","121","NL",17053512.0000,3803369.0000,21855005.0000,1163044.0000,0.0000,35141.0000,0.0000,1526678.0000,3805719.0000,2243900.0000,3770578.0000,"N",5011576.0000,11944985.0000,17277376.0000,11991823.0000,509962.0000,15492891.0000,63879.0000,63879.0000,864890.0000,864890.0000,983474.0000,190574.0000,983474.0000,0.0000,,4356297.0000,4356297.0000,0.0000,11735249.0000,11609955.0000,9.8932327724788793e-01,12008889.0000,11789125.0000,9.8169988914045259e-01,4.1410000000000000e+03,"A1",369145239.0000,525692171.4100,9.0000000000000000e+00,4.4206607724523034e-02,6.2895000000000005e+02,122,1.0000000000000000e+01,"31.70"
"SALISBURY","122","L",17542443.0000,6378295.0000,27099766.0000,1131653.0000,0.0000,49287.0000,430750.0000,627331.0000,2404925.0000,1297557.0000,2355638.0000,"N",1304240.0000,13358057.0000,15495166.0000,9209280.0000,227992.0000,13763667.0000,19255.0000,2189255.0000,1507155.0000,3677155.0000,243599.0000,-231696.0000,243599.0000,0.0000,628409.1933,2255374.0000,2883783.1933,108170.0000,13336576.0000,13217399.0000,9.9106389825994323e-01,13497567.0000,13279538.0000,9.8384679253675866e-01,3.6230000000000000e+03,,1243678301.0000,1776854715.7100,1.0000000000000000e+00,3.5832414553472990e-02,3.4211000000000001e+02,123,1.3500000000000000e+01,"10.70"
"SCOTLAND","123","W",11851558.0000,1015580.0000,13046060.0000,45993.0000,0.0000,0.0000,0.0000,11690.0000,826573.0000,814883.0000,826573.0000,"N",1826155.0000,4438404.0000,6357364.0000,4815751.0000,308968.0000,6134742.0000,2075.0000,29816.0000,91408.0000,91408.0000,133289.0000,-93487.0000,161030.0000,0.0000,0.0000,2257169.0000,2257169.0000,0.0000,4374596.0000,4289597.0000,9.8056986290848347e-01,4510743.0000,4366804.0000,9.6808973599249615e-01,1.6770000000000000e+03,"A1",113892550.0000,153419903.4500,3.0000000000000000e+00,4.7767393561786088e-02,1.9884999999999999e+02,124,3.5000000000000000e+00,"38.68 / 37.00"
"SEYMOUR","124","NH",55869110.0000,-5322799.0000,50546311.0000,-260740.0000,0.0000,0.0000,0.0000,1530654.0000,7180309.0000,5649655.0000,7180309.0000,"N",17391415.0000,43716188.0000,62409174.0000,38331124.0000,4768689.0000,60505572.0000,115793.0000,8244371.0000,1044822.0000,9037779.0000,974573.0000,843336.0000,1110194.0000,0.0000,,39350000.0000,39350000.0000,4595035.0000,43226476.0000,42534319.0000,9.8398766071053301e-01,44592940.0000,43231695.0000,9.6947397951334902e-01,1.6583000000000000e+04,,1194572950.0000,1707622371.4300,4.3000000000000000e+01,4.8304328424810354e-02,2.2614699999999998e+03,125,4.1500000000000000e+01,"36.00"
"SHARON","125","L",5793300.0000,5480197.0000,11273497.0000,469724.0000,0.0000,0.0000,198806.0000,67196.0000,2530921.0000,2264919.0000,2530921.0000,"N",762514.0000,10641446.0000,11775625.0000,7365171.0000,821706.0000,11374389.0000,16210.0000,5391210.0000,237203.0000,5585095.0000,180243.0000,-257530.0000,207351.0000,0.0000,620454.5835,5954056.0000,6574510.5835,0.0000,10580556.0000,10347362.0000,9.7796013744457289e-01,11213746.0000,10546526.0000,9.4049981157054918e-01,2.7180000000000000e+03,"Aa2",733025351.0000,1041780155.7200,1.0000000000000000e+00,3.2974427994616418e-02,2.1159999999999999e+02,126,2.5000000000000000e+00,"14.40"
