"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Sherman",308380827,2414250,0,386160006,"SFY 2002-2003"
"Simsbury",1085443510,137064930,11474620,1514173076,"SFY 2002-2003"
"Somers",360302540,15812360,7555720,472923183,"SFY 2002-2003"
"Southbury",962773140,210185806,7992090,1507343221,"SFY 2002-2003"
"Southington",1736950933,288114680,76963110,2603061613,"SFY 2002-2003"
"South Windsor",947359270,95950770,138704230,1493511549,"SFY 2002-2003"
"Sprague",71832370,4359280,10716930,143644730,"SFY 2002-2003"
"Stafford",306299710,31800600,16006830,498574971,"SFY 2002-2003"
"Stamford",6090922100,2625249760,160213700,11050112332,"SFY 2002-2003"
"Sterling",76143040,2548060,6261760,132074559,"SFY 2002-2003"
"Stonington",810538090,182408270,35197870,1278172525,"SFY 2002-2003"
"Stratford",2103810150,277579030,235916800,3245203396,"SFY 2002-2003"
"Suffield",561807370,39704190,29114540,764319600,"SFY 2002-2003"
"Thomaston",227388986,26923385,24813360,393156635,"SFY 2002-2003"
"Thompson",246583970,14152600,6091000,380065258,"SFY 2002-2003"
"Tolland",613643090,29991880,12828360,784908042,"SFY 2002-2003"
"Torrington",848324150,194895710,68216330,1488684919,"SFY 2002-2003"
"Trumbull",2313847929,241444659,215710599,3348725977,"SFY 2002-2003"
"Union",33860450,2041150,245930,49042232,"SFY 2002-2003"
"Vernon",734571655,159654700,18170810,1234092662,"SFY 2002-2003"
"Voluntown",88832570,4849840,42980,123571356,"SFY 2002-2003"
"Wallingford",1753032880,447978600,175526800,3091484280,"SFY 2002-2003"
"Warren",99932680,4137530,0,126493920,"SFY 2002-2003"
"Washington",450584250,23258280,0,607815050,"SFY 2002-2003"
"Waterbury",1718768180,768443230,167971930,3379502860,"SFY 2002-2003"
"Waterford",724819420,203032930,29103230,1929297590,"SFY 2002-2003"
"Watertown",762490000,101513780,52203980,1251436681,"SFY 2002-2003"
"Westbrook",529293299,79748740,18327810,755663883,"SFY 2002-2003"
"West Hartford",2507287370,456462880,64101060,3653810290,"SFY 2002-2003"
"West Haven",1130794240,168724220,131749940,1886621610,"SFY 2002-2003"
"Weston",1568093270,14175490,0,1755175675,"SFY 2002-2003"
"Westport",4505369500,679535200,0,5638820415,"SFY 2002-2003"
"Wethersfield",1046539100,147706600,15569600,1469064650,"SFY 2002-2003"
"Willington",153891410,32319130,3939610,292588767,"SFY 2002-2003"
"Wilton",1680670460,217744560,0,2246418670,"SFY 2002-2003"
"Winchester",282447382,34087923,15745160,458780998,"SFY 2002-2003"
"Windham",341766940,99225585,23263680,656930191,"SFY 2002-2003"
"Windsor",924273490,225516410,188070050,1834068615,"SFY 2002-2003"
"Windsor Locks",354013400,110989400,110050500,955633089,"SFY 2002-2003"
"Wolcott",508215690,37818130,22322710,724748952,"SFY 2002-2003"
"Woodbridge",700917310,48881770,9228060,863510690,"SFY 2002-2003"
"Woodbury",524743750,52178210,9585470,699808861,"SFY 2002-2003"
"Woodstock",311495079,10866980,10966840,409652158,"SFY 2002-2003"
"Andover",131782480,2718800,773600,166508681,"SFY 2003-2004"
"Ansonia",595424800,54009100,13938600,796647377,"SFY 2003-2004"
"Ashford",164010860,7399630,581930,213352640,"SFY 2003-2004"
"Avon",1204902700,197767640,26966780,1681919030,"SFY 2003-2004"
"Barkhamsted",146875170,13631660,1029250,222426620,"SFY 2003-2004"
"Beacon Falls",214749180,6866830,21981300,305520270,"SFY 2003-2004"
"Berlin",973937600,172097260,98123920,1603793730,"SFY 2003-2004"
"Bethany",281401370,15770760,7235540,359117166,"SFY 2003-2004"
"Bethel",1104323440,80882390,120918550,1561123610,"SFY 2003-2004"
"Bethlehem",191615240,7157350,3018970,240043410,"SFY 2003-2004"
"Bloomfield",647918383,107174910,112730650,1171233679,"SFY 2003-2004"
"Bolton",213888950,12381470,5446220,278255910,"SFY 2003-2004"
"Bozrah",100432730,7125660,19080620,178127250,"SFY 2003-2004"
"Branford",2046317130,270199200,95269400,2753521479,"SFY 2003-2004"
"Bridgeport",1988212929,540471940,155224460,3771199543,"SFY 2003-2004"
"Bridgewater",180924410,3341480,0,205971061,"SFY 2003-2004"
"Bristol",1790702240,228309630,172174530,2934401850,"SFY 2003-2004"
"Brookfield",1221196900,166285850,87920130,1731849157,"SFY 2003-2004"
"Brooklyn",220071870,21333990,2885650,318423224,"SFY 2003-2004"
"Burlington",421447630,8396080,1904420,537050172,"SFY 2003-2004"
"Canaan",65086100,4169600,2612900,114054060,"SFY 2003-2004"
"Canterbury",157563720,6233720,1766400,214032023,"SFY 2003-2004"
"Canton",430171480,55050550,2660100,583109130,"SFY 2003-2004"
"Chaplin",58151300,6032700,98000,87122473,"SFY 2003-2004"
"Cheshire",1256570000,123889090,136772880,1850194270,"SFY 2003-2004"
"Chester",191228550,36475600,12130900,298031314,"SFY 2003-2004"
"Clinton",654855659,102621273,24691600,943194967,"SFY 2003-2004"
"Colchester",558611710,60655270,8180600,790627666,"SFY 2003-2004"
"Colebrook",81904600,848200,0,107491545,"SFY 2003-2004"
"Columbia",253494990,13515500,3604300,327906136,"SFY 2003-2004"
"Cornwall",161362870,5242880,0,219242240,"SFY 2003-2004"
"Coventry",487294630,14925750,1750630,596031160,"SFY 2003-2004"
"Cromwell",642917920,136009990,22200230,951995783,"SFY 2003-2004"
"Danbury",3484817100,1136582300,322041800,5871260940,"SFY 2003-2004"
"Darien",3567507412,336476710,0,4254747988,"SFY 2003-2004"
"Deep River",274875860,20550250,8779470,362780916,"SFY 2003-2004"
"Derby",347375289,70591651,9827240,551491802,"SFY 2003-2004"
"Durham",359013111,17708850,12586620,469968390,"SFY 2003-2004"
"Eastford",67313630,4786460,1507170,94711712,"SFY 2003-2004"
"East Granby",205384900,17742300,56925000,382124549,"SFY 2003-2004"
"East Haddam",437860500,30845000,4221200,637965240,"SFY 2003-2004"
"East Hampton",495894310,29925460,8657200,645025650,"SFY 2003-2004"
"East Hartford",1385302602,190470940,98340460,2443468972,"SFY 2003-2004"
"East Haven",865391024,144732750,30210760,1250522500,"SFY 2003-2004"
"East Lyme",1053467799,84021097,10289650,1318480760,"SFY 2003-2004"
"Easton",1088671240,24930790,206980,1204163680,"SFY 2003-2004"
"East Windsor",358054285,115519500,72096250,706834113,"SFY 2003-2004"
"Ellington",493503560,39850530,14011700,712718457,"SFY 2003-2004"
"Enfield",1184114760,295253360,120177460,2042906685,"SFY 2003-2004"
"Essex",466707720,75657270,26625550,677528329,"SFY 2003-2004"
"Fairfield",5885919000,590166500,53122230,7217904994,"SFY 2003-2004"
"Farmington",1589134845,497166905,83325460,2637897685,"SFY 2003-2004"
"Franklin",65253890,16755360,5478710,125596966,"SFY 2003-2004"
"Glastonbury",2130416500,335044000,24836400,2893038960,"SFY 2003-2004"
"Goshen",305203730,8541230,295100,346273593,"SFY 2003-2004"
"Granby",568808400,33908560,1824060,762742150,"SFY 2003-2004"
"Greenwich",16185029610,1959428380,61938730,19934282555,"SFY 2003-2004"
"Griswold",320999402,27350609,7619080,458609365,"SFY 2003-2004"
"Groton",1284522595,248313581,468958690,2922253550,"SFY 2003-2004"
"Guilford",2018759536,126112770,24113570,2400456179,"SFY 2003-2004"
"Haddam",418651240,17250610,3832070,568421090,"SFY 2003-2004"
"Hamden",1748660204,296085200,47995490,2631056458,"SFY 2003-2004"
"Hampton",63349861,1520000,244230,83155432,"SFY 2003-2004"
"Hartford",888318537,1263402771,75953710,3587285389,"SFY 2003-2004"
"Hartland",105211120,662530,0,144510890,"SFY 2003-2004"
"Harwinton",256639600,7301710,1275440,330698802,"SFY 2003-2004"
"Hebron",455251710,16253430,702270,558436262,"SFY 2003-2004"
"Kent",248543530,31106300,0,319620664,"SFY 2003-2004"
"Killingly",419690825,74797180,158572280,1154768214,"SFY 2003-2004"
"Killingworth",471179350,13767600,981460,552669246,"SFY 2003-2004"
"Lebanon",260081860,8206810,2372120,346051321,"SFY 2003-2004"
"Ledyard",589170832,36843928,8963080,812830643,"SFY 2003-2004"
"Lisbon",149505550,38795830,1819420,259549750,"SFY 2003-2004"
"Litchfield",460420218,66069502,7370942,641189281,"SFY 2003-2004"
"Lyme",246054700,2223500,0,286406576,"SFY 2003-2004"
"Madison",2051881390,109889300,2616200,2358835766,"SFY 2003-2004"
"Manchester",1426104510,538084800,176520000,2915146730,"SFY 2003-2004"
"Mansfield",411876590,33878250,647010,589433195,"SFY 2003-2004"
"Marlborough",332591250,16734450,3451570,407343937,"SFY 2003-2004"
"Meriden",1351988980,525246800,81748730,2539686496,"SFY 2003-2004"
"Middlebury",468542264,83813900,7381330,663366038,"SFY 2003-2004"
"Middlefield",223212100,14566660,11435400,313134010,"SFY 2003-2004"
"Middletown",1312155265,300842035,83098110,2557953940,"SFY 2003-2004"
"Milford",2406919951,507803380,138539310,4081068716,"SFY 2003-2004"
"Monroe",1097864696,73477010,22511720,1446417174,"SFY 2003-2004"
"Montville",580489470,74230610,25727250,997371630,"SFY 2003-2004"
"Morris",194867010,6196410,1316940,224314674,"SFY 2003-2004"
"Naugatuck",949424160,99461390,58275960,1390391380,"SFY 2003-2004"
"New Britain",1207278640,238116335,74490820,2119136902,"SFY 2003-2004"
"New Canaan",4973137050,308461560,385560,5543867740,"SFY 2003-2004"
"New Fairfield",973557220,20154750,2570750,1135847873,"SFY 2003-2004"
"New Hartford",246480500,18793170,11467050,414214028,"SFY 2003-2004"
"New Haven",1790219720,1243471160,246128120,4162644625,"SFY 2003-2004"
"Newington",1041228010,249687090,89113650,1787935164,"SFY 2003-2004"
"New London",397401590,309278620,3926650,968297288,"SFY 2003-2004"
"New Milford",1484552660,158687410,77820540,2164808545,"SFY 2003-2004"
"Newtown",2310665410,133337370,55673360,2818004658,"SFY 2003-2004"
"Norfolk",114109800,7507030,0,167691560,"SFY 2003-2004"
"North Branford",643706518,59177527,25738300,877462707,"SFY 2003-2004"
"North Canaan",112668350,27089660,22105660,253405850,"SFY 2003-2004"
"North Haven",1046958020,235306970,208776830,1972789100,"SFY 2003-2004"
"North Stonington",227618930,27440840,7326410,341459538,"SFY 2003-2004"
"Norwalk",4125598955,1142050829,162039450,6527896478,"SFY 2003-2004"
"Norwich",663049100,178163000,40036600,1191263643,"SFY 2003-2004"
"Old Lyme",747699149,39861331,6108000,905867706,"SFY 2003-2004"
"Old Saybrook",787127310,144331790,17152400,1117614112,"SFY 2003-2004"
"Orange",850724295,267614348,74512450,1384377335,"SFY 2003-2004"
"Oxford",558809496,23329160,23499320,731248528,"SFY 2003-2004"
"Plainfield",400723220,56224650,31057980,645368025,"SFY 2003-2004"
"Plainville",497431430,144628170,60986530,946616460,"SFY 2003-2004"
"Plymouth",370955860,23050240,19772945,532149351,"SFY 2003-2004"
"Pomfret",151343670,8711720,9420640,216487337,"SFY 2003-2004"
"Portland",364127080,43808370,11221980,525776642,"SFY 2003-2004"
"Preston",196373500,13252400,1751400,265232349,"SFY 2003-2004"
"Prospect",381739050,27712320,9063662,504678234,"SFY 2003-2004"
"Putnam",166333400,50105000,31040000,354658892,"SFY 2003-2004"
"Redding",1155854360,51304790,4320730,1395424835,"SFY 2003-2004"
"Ridgefield",3285318500,216046440,132117240,4007798145,"SFY 2003-2004"
"Rocky Hill",650994500,283620570,57438910,1238374740,"SFY 2003-2004"
"Roxbury",434168150,1505800,0,468888825,"SFY 2003-2004"
"Salem",193237290,12203390,1129810,251305647,"SFY 2003-2004"
"Salisbury",426458530,29959360,0,610052540,"SFY 2003-2004"
"Scotland",55212750,550790,735090,72092897,"SFY 2003-2004"
"Seymour",661273620,53529410,33410860,932694280,"SFY 2003-2004"
"Sharon",285640200,29271900,0,391410792,"SFY 2003-2004"
"Shelton",2114317640,413824720,138206690,3264420640,"SFY 2003-2004"
"Sherman",329607357,2414250,0,407693928,"SFY 2003-2004"
"Simsbury",1434187435,211185740,2460245,1928769294,"SFY 2003-2004"
"Somers",360302540,15812360,7555720,472923183,"SFY 2003-2004"
"Southbury",1403485460,233507860,8654090,1949644739,"SFY 2003-2004"
"Southington",1777452944,288898750,76772920,2659546954,"SFY 2003-2004"
"South Windsor",1336360026,136742327,174839480,2171275852,"SFY 2003-2004"
"Sprague",73497342,4304240,10819000,159404143,"SFY 2003-2004"
"Stafford",310404430,31705108,15417270,508586528,"SFY 2003-2004"
"Stamford",6119654070,2641024870,164388190,11107032520,"SFY 2003-2004"
"Sterling",102229670,3408840,7382740,163577114,"SFY 2003-2004"
"Stonington",1411421500,264895370,29485900,1989796187,"SFY 2003-2004"
"Stratford",2111433600,268484230,232866050,3249268801,"SFY 2003-2004"
"Suffield",574767550,38352840,29042300,781620305,"SFY 2003-2004"
"Thomaston",233036902,26429935,23990780,398908341,"SFY 2003-2004"
"Thompson",253884930,14225750,6283000,388787322,"SFY 2003-2004"
"Tolland",638373050,30397760,12836820,813250065,"SFY 2003-2004"
"Torrington",860929541,198722310,65792030,1513567448,"SFY 2003-2004"
"Trumbull",2345335988,240918337,204305669,3381863517,"SFY 2003-2004"
"Union",34856400,1951410,245930,49503454,"SFY 2003-2004"
"Vernon",745786294,157476445,19158190,1257935312,"SFY 2003-2004"
"Voluntown",89582170,4886600,42980,124353833,"SFY 2003-2004"
"Wallingford",1774428400,451424200,189974500,3135460827,"SFY 2003-2004"
"Warren",151228570,3767080,0,187152540,"SFY 2003-2004"
"Washington",460955290,23736210,380950,622679040,"SFY 2003-2004"
"Waterbury",1830805230,599392800,162158080,3456983670,"SFY 2003-2004"
"Waterford",1112451260,256957270,34896970,2513454500,"SFY 2003-2004"
"Watertown",775652913,104689880,52292820,1269562400,"SFY 2003-2004"
"Westbrook",541227530,79172660,26134600,772569268,"SFY 2003-2004"
"West Hartford",2521281800,454973440,63616800,3677138910,"SFY 2003-2004"
"West Haven",1137963270,168942480,133184240,1903018431,"SFY 2003-2004"
"Weston",1592081880,14316610,0,1781923156,"SFY 2003-2004"
"Westport",4586942300,676699800,0,5717794858,"SFY 2003-2004"
"Wethersfield",1051674500,149323200,15824000,1475851530,"SFY 2003-2004"
"Willington",158046388,32398100,3676010,297073436,"SFY 2003-2004"
"Wilton",2820003900,435803310,0,3634400020,"SFY 2003-2004"
"Winchester",377286929,45382330,16708860,573115949,"SFY 2003-2004"
"Windham",338635840,95478015,26890920,671248465,"SFY 2003-2004"
"Windsor",931840840,248214960,190953560,1893727155,"SFY 2003-2004"
"Windsor Locks",356831800,111236100,110085400,951371431,"SFY 2003-2004"
"Wolcott",655391820,43946790,22326640,857394559,"SFY 2003-2004"
"Woodbridge",714179370,47233760,9526260,876109245,"SFY 2003-2004"
"Woodbury",540784800,52173290,9958270,719011586,"SFY 2003-2004"
"Woodstock",323205510,11895780,11022220,424459190,"SFY 2003-2004"
"Andover",134430280,2779700,773600,169201624,"SFY 2004-2005"
"Ansonia",596432000,55269000,14666900,794852643,"SFY 2004-2005"
"Ashford",173090670,7687340,521750,222760670,"SFY 2004-2005"
"Avon",1580762390,220389600,27586950,2083803895,"SFY 2004-2005"
"Barkhamsted",207188120,13410880,2085910,285462872,"SFY 2004-2005"
"Beacon Falls",217488440,6838520,21981300,306928630,"SFY 2004-2005"
"Berlin",998408900,174938690,94946600,1627118350,"SFY 2004-2005"
"Bethany",418439600,12479912,7685680,495584515,"SFY 2004-2005"
"Bethel",1126708670,155569100,58463590,1585130350,"SFY 2004-2005"
"Bethlehem",292893440,7643920,3792160,342809498,"SFY 2004-2005"
"Bloomfield",654373196,77499080,131662960,1202170437,"SFY 2004-2005"
"Bolton",308345170,15217180,5109470,378211570,"SFY 2004-2005"
"Bozrah",102813540,7241820,19133230,183683772,"SFY 2004-2005"
"Branford",2050504510,271328400,96611700,2757620652,"SFY 2004-2005"
"Bridgeport",3172155721,701165043,187790886,5219053342,"SFY 2004-2005"
"Bridgewater",283157000,3221000,0,310568583,"SFY 2004-2005"
"Bristol",1812370230,246776820,173002140,2947077540,"SFY 2004-2005"
"Brookfield",1249017160,173497830,91349890,1761062770,"SFY 2004-2005"
"Brooklyn",225256550,21598630,2885650,323893990,"SFY 2004-2005"
"Burlington",573216400,10070970,2287040,708172311,"SFY 2004-2005"
"Canaan",65391100,4212700,2612900,113909690,"SFY 2004-2005"
"Canterbury",160748610,6331880,1828100,216766181,"SFY 2004-2005"
"Canton",590056900,69576340,5546910,762889329,"SFY 2004-2005"
"Chaplin",87584480,7436000,0,119562999,"SFY 2004-2005"
"Cheshire",1825753120,148346210,139257730,2431926210,"SFY 2004-2005"
"Chester",277428400,49623600,16049800,404061964,"SFY 2004-2005"
"Clinton",667685709,104396495,24809200,955492078,"SFY 2004-2005"
"Colchester",576434430,61436170,8334000,806871576,"SFY 2004-2005"
"Colebrook",83276600,676900,0,107856002,"SFY 2004-2005"
"Columbia",259940600,12525500,3604300,332256020,"SFY 2004-2005"
"Cornwall",166781290,5244980,0,228040390,"SFY 2004-2005"
"Coventry",499671300,16188060,1750630,607785575,"SFY 2004-2005"
"Cromwell",656947480,135309810,22286590,962280680,"SFY 2004-2005"
"Danbury",3540311400,1138373800,319303100,5902781490,"SFY 2004-2005"
"Darien",5426735585,399495950,0,6224291311,"SFY 2004-2005"
"Deep River",278822880,20852090,8781780,366667570,"SFY 2004-2005"
"Derby",350627285,73814820,9890100,549524334,"SFY 2004-2005"
"Durham",371971291,17888830,12274830,480842987,"SFY 2004-2005"
"Eastford",69801950,4841830,1546790,96588413,"SFY 2004-2005"
"East Granby",297601300,17409000,54402500,476025091,"SFY 2004-2005"
"East Haddam",447814150,33669680,4930860,654879025,"SFY 2004-2005"
"East Hampton",537282930,30186680,8855930,695017671,"SFY 2004-2005"
"East Hartford",1107064020,286223560,239424350,2449149280,"SFY 2004-2005"
"East Haven",871495514,122611640,29029780,1227991616,"SFY 2004-2005"
"East Lyme",1070183657,84775594,11033610,1335177857,"SFY 2004-2005"
"Easton",1098596400,25436230,907610,1214929825,"SFY 2004-2005"
"East Windsor",369224675,114379400,71425020,712814782,"SFY 2004-2005"
"Ellington",515927120,40862270,14644500,738462190,"SFY 2004-2005"
"Enfield",1192244560,296800770,121543930,2043577084,"SFY 2004-2005"
"Essex",772188000,102029400,32550400,990999728,"SFY 2004-2005"
"Fairfield",5924680030,587803860,52673530,7233062136,"SFY 2004-2005"
"Farmington",1615348073,488875795,82188750,2639785116,"SFY 2004-2005"
"Franklin",95969330,20947130,5929890,164566603,"SFY 2004-2005"
"Glastonbury",2160076800,341297500,24885000,2921944400,"SFY 2004-2005"
"Goshen",315221220,9171550,295240,357641695,"SFY 2004-2005"
"Granby",585489580,34732810,3042690,780652060,"SFY 2004-2005"
"Greenwich",16354451540,1969999430,61979540,20114612730,"SFY 2004-2005"
"Griswold",330778176,27604823,7088620,466260868,"SFY 2004-2005"
"Groton",1304695785,255378077,467192250,2899017151,"SFY 2004-2005"
"Guilford",2054015196,126008560,23677260,2435725538,"SFY 2004-2005"
"Haddam",428916000,16214960,4637790,593099535,"SFY 2004-2005"
"Hamden",1758332174,299485580,48286080,2627066685,"SFY 2004-2005"
"Hampton",93460300,1494000,0,115298996,"SFY 2004-2005"
"Hartford",895968805,1240468664,69878030,3533027644,"SFY 2004-2005"
"Hartland",106417310,609390,0,145362830,"SFY 2004-2005"
"Harwinton",353129660,8901400,2543150,441210662,"SFY 2004-2005"
"Hebron",468120110,16147660,702270,571593322,"SFY 2004-2005"
"Kent",341159200,34740110,0,447248336,"SFY 2004-2005"
"Killingly",430822585,75033270,158882660,1178126073,"SFY 2004-2005"
"Killingworth",479158410,13993280,981460,559722615,"SFY 2004-2005"
"Lebanon",354088265,12403910,2794790,458292671,"SFY 2004-2005"
"Ledyard",597530002,36890338,8964060,813411472,"SFY 2004-2005"
"Lisbon",152839710,39243680,1819420,264360535,"SFY 2004-2005"
"Litchfield",665527951,77167570,3278070,835426126,"SFY 2004-2005"
"Lyme",446857711,4181065,0,496219719,"SFY 2004-2005"
"Madison",2072628990,111519300,2616200,2377883265,"SFY 2004-2005"
"Manchester",1442070710,540101604,171395500,2926748374,"SFY 2004-2005"
